,NCTId,BaselineMeasureParamType
4,NCT00312702,Number
2730,NCT01013870,Number
2730,NCT01013870,Number
4111,NCT01181323,Number
2730,NCT01013870,Number
4116,NCT02236598,Number
4134,NCT02961751,Number
2724,NCT02679690,Number
5701,NCT01837524,Number
6183,NCT00122369,Number
5489,NCT01333865,Number
41,NCT02395536,Number
3136,NCT02922985,Number
9797,NCT03904420,Number
3272,NCT00469079,Number
5493,NCT00466206,Number
6158,NCT00636441,Number
4144,NCT01110200,Number
6187,NCT00494975,Number
9814,NCT03887429,Number
5495,NCT00156390,Number
3137,NCT01951092,Number
3137,NCT01951092,Number
2737,NCT03211156,Number
4105,NCT01537367,Number
2721,NCT00753922,Number
4105,NCT01537367,Number
6167,NCT00527982,Number
6167,NCT00527982,Number
6167,NCT00527982,Number
2723,NCT03822182,Number
2661,NCT00537303,Number
2657,NCT01011829,Number
2656,NCT02101515,Number
112,NCT00796315,Number
3320,NCT00585689,Number
4079,NCT00837434,Number
116,NCT00730964,Number
4079,NCT00837434,Number
116,NCT00730964,Number
3320,NCT00585689,Number
8926,NCT02470754,Number
6276,NCT00460525,Number
3320,NCT00585689,Number
112,NCT00796315,Number
2592,NCT02069353,Number
5470,NCT01063153,Number
3320,NCT00585689,Number
6151,NCT00742001,Number
6273,NCT00606580,Number
6273,NCT00606580,Number
4079,NCT00837434,Number
6273,NCT00606580,Number
107,NCT00351741,Number
6273,NCT00606580,Number
6273,NCT00606580,Number
6273,NCT00606580,Number
4079,NCT00837434,Number
6277,NCT00384670,Number
8920,NCT02165735,Number
3320,NCT00585689,Number
5430,NCT01442493,Number
6283,NCT00287469,Number
6282,NCT00298610,Number
6149,NCT00749203,Number
5435,NCT00753012,Number
3327,NCT00763698,Number
8908,NCT00323635,Number
5692,NCT00101868,Number
5692,NCT00101868,Number
4077,NCT01871506,Number
2573,NCT00476021,Number
3132,NCT02148445,Number
2573,NCT00476021,Number
6281,NCT00337181,Number
127,NCT01256164,Number
2575,NCT00869609,Number
2577,NCT01390870,Number
2577,NCT01390870,Number
6279,NCT00358332,Number
3320,NCT00585689,Number
8919,NCT00595231,Number
5443,NCT00391365,Number
6273,NCT00606580,Number
2605,NCT00356122,Number
83,NCT02128542,Number
83,NCT02128542,Number
6254,NCT02488980,Number
83,NCT02128542,Number
83,NCT02128542,Number
83,NCT02128542,Number
8941,NCT01511107,Number
8941,NCT01511107,Number
8941,NCT01511107,Number
8941,NCT01511107,Number
8941,NCT01511107,Number
8941,NCT01511107,Number
8941,NCT01511107,Number
8941,NCT01511107,Number
74,NCT01087905,Number
8941,NCT01511107,Number
5468,NCT01477762,Number
5468,NCT01477762,Number
73,NCT00601835,Number
6233,NCT01092416,Number
3304,NCT00556842,Number
6230,NCT00321932,Number
83,NCT02128542,Number
8941,NCT01511107,Number
6271,NCT00703924,Number
4085,NCT00945906,Number
6271,NCT00703924,Number
6268,NCT01032382,Number
2610,NCT01378195,Number
6267,NCT01080716,Number
3314,NCT01856907,Number
4159,NCT00703846,Number
6266,NCT01083576,Number
6266,NCT01083576,Number
5447,NCT02194088,Number
6265,NCT01290601,Number
95,NCT02207569,Number
5460,NCT00992264,Number
6262,NCT01769612,Number
3310,NCT01391858,Number
2630,NCT03286283,Number
3309,NCT03399370,Number
2631,NCT00713479,Number
6260,NCT01843621,Number
8940,NCT01878175,Number
8941,NCT01511107,Number
5466,NCT00710606,Number
6594,NCT01326481,Number
5315,NCT00588692,Number
8726,NCT00098670,Number
6843,NCT00711087,Number
6880,NCT01498458,Number
6880,NCT01498458,Number
6880,NCT01498458,Number
6862,NCT01977846,Number
3980,NCT00644332,Number
3980,NCT00644332,Number
2177,NCT01910519,Number
3470,NCT00572039,Number
6848,NCT02784587,Number
3469,NCT00324155,Number
2197,NCT01357551,Number
2189,NCT01547286,Number
8554,NCT00268242,Number
3469,NCT00324155,Number
3469,NCT00324155,Number
5680,NCT03350217,Number
5680,NCT03350217,Number
8564,NCT02835495,Number
2197,NCT01357551,Number
2197,NCT01357551,Number
6880,NCT01498458,Number
3979,NCT00905125,Number
6880,NCT01498458,Number
6880,NCT01498458,Number
6926,NCT01510327,Number
6911,NCT00909857,Number
2137,NCT00134901,Number
8546,NCT01028911,Number
5189,NCT02979197,Number
4274,NCT00358917,Number
4274,NCT00358917,Number
4274,NCT00358917,Number
2138,NCT01049776,Number
2145,NCT01681992,Number
6895,NCT01257581,Number
2155,NCT00363038,Number
5192,NCT01109524,Number
5755,NCT01191788,Number
5192,NCT01109524,Number
6888,NCT00253643,Number
6888,NCT00253643,Number
6880,NCT01498458,Number
2162,NCT02482610,Number
2197,NCT01357551,Number
5195,NCT01387178,Number
8614,NCT00253448,Number
2223,NCT02179788,Number
8587,NCT01800318,Number
5560,NCT01157117,Number
5736,NCT02147522,Number
3093,NCT01295879,Number
6783,NCT01611935,Number
5207,NCT01253408,Number
8595,NCT02079766,Number
3994,NCT01196429,Number
2221,NCT03148262,Number
2224,NCT00924508,Number
5195,NCT01387178,Number
5218,NCT02138838,Number
6088,NCT01673594,Number
5218,NCT02138838,Number
2230,NCT01299896,Number
5218,NCT02138838,Number
2231,NCT01737762,Number
6775,NCT03040687,Number
2232,NCT00322049,Number
8613,NCT01312181,Number
4257,NCT01578967,Number
5560,NCT01157117,Number
6788,NCT00563784,Number
6788,NCT00563784,Number
3983,NCT01956669,Number
3466,NCT01997723,Number
3466,NCT01997723,Number
3466,NCT01997723,Number
8569,NCT02247765,Number
8577,NCT00749944,Number
5195,NCT01387178,Number
5195,NCT01387178,Number
2204,NCT01254669,Number
3984,NCT01028937,Number
5195,NCT01387178,Number
4263,NCT01401842,Number
8581,NCT00266864,Number
8581,NCT00266864,Number
3462,NCT00581061,Number
6795,NCT02238483,Number
8726,NCT00098670,Number
2210,NCT03168425,Number
2834,NCT02305381,Number
6926,NCT01510327,Number
2131,NCT00156013,Number
6926,NCT01510327,Number
7027,NCT01500434,Number
5777,NCT00273910,Number
8455,NCT00496366,Number
7027,NCT01500434,Number
5679,NCT00722761,Number
8465,NCT00408200,Number
7027,NCT01500434,Number
7027,NCT01500434,Number
2050,NCT00729560,Number
7027,NCT01500434,Number
7027,NCT01500434,Number
6926,NCT01510327,Number
3939,NCT00157755,Number
8469,NCT00760383,Number
2051,NCT00142792,Number
2053,NCT01050205,Number
3164,NCT01661686,Number
2056,NCT00916539,Number
3164,NCT01661686,Number
8478,NCT02929667,Number
7026,NCT03237013,Number
4390,NCT01296698,Number
7027,NCT01500434,Number
2045,NCT00827632,Number
5777,NCT00273910,Number
5128,NCT01395784,Number
8425,NCT01495858,Number
7035,NCT00409786,Number
4392,NCT02344576,Number
8427,NCT01280591,Number
3227,NCT00578877,Number
3928,NCT00617851,Number
7032,NCT01747811,Number
7027,NCT01500434,Number
5679,NCT00722761,Number
3929,NCT00418938,Number
3929,NCT00418938,Number
7027,NCT01500434,Number
3929,NCT00418938,Number
3929,NCT00418938,Number
8441,NCT00621530,Number
7027,NCT01500434,Number
2045,NCT00827632,Number
8454,NCT01001429,Number
3164,NCT01661686,Number
2067,NCT01438307,Number
5156,NCT01324102,Number
8508,NCT01182727,Number
5176,NCT02964338,Number
6962,NCT01429077,Number
2111,NCT02364570,Number
2112,NCT01164644,Number
3480,NCT00506597,Number
3079,NCT00909480,Number
4298,NCT00098748,Number
3964,NCT00866788,Number
5560,NCT01157117,Number
6926,NCT01510327,Number
6926,NCT01510327,Number
4280,NCT00422448,Number
2124,NCT02482675,Number
3079,NCT00909480,Number
8527,NCT00723203,Number
6926,NCT01510327,Number
6926,NCT01510327,Number
8530,NCT00511901,Number
6926,NCT01510327,Number
6967,NCT01115998,Number
3486,NCT01215721,Number
7015,NCT00942890,Number
6972,NCT00735670,Number
3489,NCT00184054,Number
2077,NCT00294060,Number
3229,NCT00395304,Number
3948,NCT01058421,Number
8492,NCT01245673,Number
5759,NCT03848221,Number
2078,NCT00338741,Number
7010,NCT01894230,Number
3079,NCT00909480,Number
8494,NCT01264718,Number
7000,NCT01907906,Number
3487,NCT01482962,Number
3487,NCT01482962,Number
3079,NCT00909480,Number
4322,NCT01285960,Number
6984,NCT00233090,Number
3486,NCT01215721,Number
4322,NCT01285960,Number
6972,NCT00735670,Number
5221,NCT02257372,Number
4263,NCT01401842,Number
4253,NCT00576693,Number
4253,NCT00576693,Number
6714,NCT01391832,Number
2262,NCT01654315,Number
6096,NCT01564407,Number
5227,NCT01968694,Number
6713,NCT01402817,Number
4253,NCT00576693,Number
2296,NCT02747433,Number
8654,NCT01222689,Number
3445,NCT01764685,Number
6661,NCT00107991,Number
4253,NCT00576693,Number
5730,NCT03080493,Number
8654,NCT01222689,Number
8654,NCT01222689,Number
4035,NCT00555217,Number
8681,NCT00963807,Number
6717,NCT01168687,Number
8642,NCT03502681,Number
6092,NCT01633892,Number
6719,NCT01087736,Number
6683,NCT02987543,Number
4014,NCT01590888,Number
3427,NCT02833922,Number
6719,NCT01087736,Number
8640,NCT00766051,Number
4253,NCT00576693,Number
6719,NCT01087736,Number
4253,NCT00576693,Number
8635,NCT00833898,Number
2301,NCT01631747,Number
8635,NCT00833898,Number
8654,NCT01222689,Number
8654,NCT01222689,Number
8635,NCT00833898,Number
6677,NCT01911390,Number
5558,NCT03020719,Number
6672,NCT00411671,Number
6697,NCT03305055,Number
6102,NCT01466127,Number
6672,NCT00411671,Number
5733,NCT02602223,Number
5235,NCT00645047,Number
8654,NCT01222689,Number
5687,NCT00722800,Number
5733,NCT02602223,Number
2814,NCT00531518,Number
5733,NCT02602223,Number
5244,NCT01156701,Number
2281,NCT01878786,Number
2291,NCT00779142,Number
4024,NCT00356915,Number
4024,NCT00356915,Number
6096,NCT01564407,Number
3097,NCT00247377,Number
6709,NCT01672658,Number
2272,NCT01894581,Number
2272,NCT01894581,Number
6096,NCT01564407,Number
3445,NCT01764685,Number
8655,NCT00882583,Number
4253,NCT00576693,Number
3428,NCT01852955,Number
6109,NCT01390064,Number
3152,NCT03249584,Number
2238,NCT01050907,Number
3445,NCT01764685,Number
8635,NCT00833898,Number
4241,NCT01717287,Number
8635,NCT00833898,Number
3415,NCT01440634,Number
6607,NCT00290186,Number
6607,NCT00290186,Number
6608,NCT00202449,Number
6620,NCT00342355,Number
3450,NCT00675584,Number
2312,NCT02069379,Number
6635,NCT02963987,Number
4253,NCT00576693,Number
6724,NCT00410189,Number
6719,NCT01087736,Number
4253,NCT00576693,Number
2252,NCT02063178,Number
2309,NCT01753115,Number
8635,NCT00833898,Number
2309,NCT01753115,Number
4012,NCT01390909,Number
8706,NCT00482274,Number
3426,NCT00917501,Number
6724,NCT00410189,Number
5683,NCT00923936,Number
6728,NCT00310791,Number
2239,NCT01109602,Number
8619,NCT01703507,Number
2333,NCT00709696,Number
2239,NCT01109602,Number
2805,NCT01903876,Number
4253,NCT00576693,Number
8723,NCT02189889,Number
6089,NCT01648166,Number
6596,NCT01381406,Number
2240,NCT01848353,Number
2805,NCT01903876,Number
4012,NCT01390909,Number
6725,NCT00402896,Number
8691,NCT00118157,Number
6637,NCT00254072,Number
6644,NCT01739803,Number
4035,NCT00555217,Number
8690,NCT00410904,Number
4035,NCT00555217,Number
4035,NCT00555217,Number
8635,NCT00833898,Number
2302,NCT02879812,Number
6661,NCT00107991,Median
5496,NCT01528878,Median
6171,NCT00410059,Median
6661,NCT00107991,Median
6186,NCT00921557,Median
3277,NCT02263326,Median
5614,NCT01591733,Median
2051,NCT00142792,Median
6594,NCT01326481,Median
6196,NCT01076504,Median
5327,NCT02532010,Median
3276,NCT02118012,Median
7160,NCT02638051,Median
7080,NCT01505764,Median
5496,NCT01528878,Median
7475,NCT01304407,Median
5496,NCT01528878,Median
3415,NCT01440634,Median
7444,NCT02045511,Median
1418,NCT01322633,Median
6661,NCT00107991,Median
5090,NCT00313144,Median
3277,NCT02263326,Median
7822,NCT00094302,Median
7546,NCT02268877,Median
7058,NCT01227005,Median
7444,NCT02045511,Median
7444,NCT02045511,Median
1612,NCT00715026,Median
6186,NCT00921557,Median
2051,NCT00142792,Median
2694,NCT01386528,Median
2067,NCT01438307,Median
2002,NCT01705288,Median
1403,NCT00006604,Median
1403,NCT00006604,Median
7559,NCT01605903,Median
7147,NCT01038557,Median
6661,NCT00107991,Median
7444,NCT02045511,Median
7812,NCT01102972,Median
3277,NCT02263326,Median
7444,NCT02045511,Median
6639,NCT01535326,Median
2840,NCT02560038,Median
7444,NCT02045511,Median
2913,NCT01625923,Median
6661,NCT00107991,Median
7444,NCT02045511,Median
1403,NCT00006604,Median
1403,NCT00006604,Median
6186,NCT00921557,Median
6661,NCT00107991,Median
7812,NCT01102972,Median
6209,NCT00851799,Median
5296,NCT00298155,Median
6186,NCT00921557,Median
6209,NCT00851799,Median
7444,NCT02045511,Median
1409,NCT00068367,Median
5496,NCT01528878,Median
5101,NCT00574587,Median
2064,NCT02056340,Median
7147,NCT01038557,Median
6158,NCT00636441,Median
2064,NCT02056340,Median
6209,NCT00851799,Median
1596,NCT00832871,Median
6504,NCT00840658,Median
6661,NCT00107991,Median
5226,NCT01252251,Median
2837,NCT02222246,Median
7596,NCT01661283,Median
7325,NCT01838863,Median
2558,NCT01871545,Median
7325,NCT01838863,Median
2211,NCT02934191,Median
7649,NCT01390220,Median
2558,NCT01871545,Median
7649,NCT01390220,Median
7649,NCT01390220,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
5198,NCT01575860,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
3210,NCT01428713,Median
7325,NCT01838863,Median
5370,NCT02201212,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
7325,NCT01838863,Median
5496,NCT01528878,Median
7649,NCT01390220,Median
2558,NCT01871545,Median
7649,NCT01390220,Median
6783,NCT01611935,Median
6775,NCT03040687,Median
3455,NCT01284127,Median
6089,NCT01648166,Median
6778,NCT02334384,Median
3455,NCT01284127,Median
4929,NCT00422799,Median
3679,NCT00084136,Median
7359,NCT02008877,Median
2223,NCT02179788,Median
1774,NCT01329939,Median
6725,NCT00402896,Median
1774,NCT01329939,Median
2893,NCT01288534,Median
1774,NCT01329939,Median
1774,NCT01329939,Median
5614,NCT01591733,Median
5400,NCT01235793,Median
7358,NCT01996254,Median
7358,NCT01996254,Median
2531,NCT01222585,Median
7358,NCT01996254,Median
2531,NCT01222585,Median
6788,NCT00563784,Median
7393,NCT00737893,Median
7649,NCT01390220,Median
7325,NCT01838863,Median
7414,NCT02374060,Median
7603,NCT01287104,Median
1693,NCT01782898,Median
1902,NCT02579057,Median
1693,NCT01782898,Median
3473,NCT01766102,Median
1693,NCT01782898,Median
1433,NCT01264952,Median
2635,NCT00924898,Median
1693,NCT01782898,Median
2905,NCT02002182,Median
6456,NCT02461771,Median
2635,NCT00924898,Median
1908,NCT00118898,Median
1447,NCT00764322,Median
2635,NCT00924898,Median
4843,NCT01581307,Median
2439,NCT02517996,Median
7245,NCT02773446,Median
3664,NCT01261325,Median
3371,NCT01320150,Median
5496,NCT01528878,Median
5056,NCT00568854,Median
5056,NCT00568854,Median
3480,NCT00506597,Median
6941,NCT01707030,Median
1899,NCT03118297,Median
1899,NCT03118297,Median
1709,NCT01632995,Median
7636,NCT01207687,Median
7414,NCT02374060,Median
7414,NCT02374060,Median
7645,NCT00744991,Median
3674,NCT00613730,Median
5370,NCT02201212,Median
3320,NCT00585689,Median
6407,NCT00108862,Median
2484,NCT01985763,Median
6092,NCT01633892,Median
6092,NCT01633892,Median
7292,NCT01529034,Median
7292,NCT01529034,Median
6417,NCT00999804,Median
7636,NCT01207687,Median
7292,NCT01529034,Median
7292,NCT01529034,Median
7636,NCT01207687,Median
2834,NCT02305381,Median
7292,NCT01529034,Median
3473,NCT01766102,Median
1447,NCT00764322,Median
6407,NCT00108862,Median
3267,NCT00911820,Median
3209,NCT01719367,Median
7414,NCT02374060,Median
5496,NCT01528878,Median
8682,NCT02352103,Median
4432,NCT02445963,Median
4405,NCT00734539,Median
3173,NCT00995488,Median
4405,NCT00734539,Median
3927,NCT03354663,Median
8027,NCT01515072,Median
3811,NCT01823341,Median
8530,NCT00511901,Median
8654,NCT01222689,Median
7980,NCT00775645,Median
8387,NCT00504023,Median
8655,NCT00882583,Median
7979,NCT00217620,Median
8027,NCT01515072,Median
8027,NCT01515072,Median
8027,NCT01515072,Median
4035,NCT00555217,Median
8027,NCT01515072,Median
5837,NCT01601847,Median
8184,NCT02022657,Median
4035,NCT00555217,Median
4199,NCT02137512,Median
5837,NCT01601847,Median
3730,NCT00459316,Median
4199,NCT02137512,Median
4199,NCT02137512,Median
7982,NCT00096031,Median
4052,NCT02730819,Median
8170,NCT00417976,Median
3927,NCT03354663,Median
2962,NCT00463060,Median
8303,NCT00026221,Median
8726,NCT00098670,Median
7981,NCT00124579,Median
4053,NCT00031447,Median
8515,NCT01352286,Median
5709,NCT00326495,Median
8527,NCT00723203,Median
8027,NCT01515072,Median
8027,NCT01515072,Median
8734,NCT02958969,Median
7926,NCT00265850,Median
3811,NCT01823341,Median
8676,NCT01515475,Median
7928,NCT02331368,Median
7929,NCT00075946,Median
8554,NCT00268242,Median
8551,NCT01711359,Median
7930,NCT00008385,Median
7956,NCT01099449,Median
3811,NCT01823341,Median
7952,NCT00124618,Median
3811,NCT01823341,Median
3027,NCT00682617,Median
7947,NCT01091454,Median
3764,NCT01727895,Median
8843,NCT00400803,Median
7941,NCT00110084,Median
3764,NCT01727895,Median
3151,NCT02319174,Median
8682,NCT02352103,Median
4693,NCT02258256,Median
7970,NCT01385137,Median
8027,NCT01515072,Median
8674,NCT00764517,Median
7927,NCT00134056,Median
5735,NCT01987830,Median
3027,NCT00682617,Median
8691,NCT00118157,Median
8690,NCT00410904,Median
7927,NCT00134056,Median
3811,NCT01823341,Median
8682,NCT02352103,Median
7964,NCT00040937,Median
5800,NCT00694551,Median
8682,NCT02352103,Median
8682,NCT02352103,Median
3811,NCT01823341,Median
3027,NCT00682617,Median
4257,NCT01578967,Median
4405,NCT00734539,Median
7944,NCT00365105,Median
8273,NCT03069352,Median
3789,NCT01591681,Median
136,NCT01568424,Median
3789,NCT01591681,Median
5837,NCT01601847,Median
4040,NCT02005445,Median
3789,NCT01591681,Median
3789,NCT01591681,Median
3137,NCT01951092,Median
8629,NCT01700036,Median
4253,NCT00576693,Median
8455,NCT00496366,Median
136,NCT01568424,Median
7853,NCT02006719,Median
7991,NCT00872989,Median
5837,NCT01601847,Median
3948,NCT01058421,Median
8437,NCT00679289,Median
8600,NCT00873366,Median
7992,NCT00369785,Median
3789,NCT01591681,Median
8152,NCT01812005,Median
8494,NCT01264718,Median
8765,NCT00280748,Median
3789,NCT01591681,Median
4516,NCT00527722,Median
8494,NCT01264718,Median
8128,NCT01460940,Median
3146,NCT02039375,Median
7993,NCT00121186,Median
3136,NCT02922985,Median
8144,NCT02140775,Median
8260,NCT00515177,Median
4199,NCT02137512,Median
4097,NCT01889797,Median
8897,NCT01797159,Median
5837,NCT01601847,Median
5620,NCT01291277,Median
3927,NCT03354663,Median
136,NCT01568424,Median
8600,NCT00873366,Median
3730,NCT00459316,Median
136,NCT01568424,Median
7983,NCT00113399,Median
4199,NCT02137512,Median
136,NCT01568424,Median
5837,NCT01601847,Median
8437,NCT00679289,Median
136,NCT01568424,Median
8301,NCT01468896,Median
4199,NCT02137512,Median
3789,NCT01591681,Median
3789,NCT01591681,Median
3014,NCT00991185,Median
6102,NCT01466127,Mean
2239,NCT01109602,Mean
8622,NCT03616171,Mean
5235,NCT00645047,Mean
2240,NCT01848353,Mean
2814,NCT00531518,Mean
4116,NCT02236598,Mean
5687,NCT00722800,Mean
4254,NCT01190254,Mean
2290,NCT00946088,Mean
8676,NCT01515475,Mean
4252,NCT00321971,Mean
6728,NCT00310791,Mean
8676,NCT01515475,Mean
4253,NCT00576693,Mean
4243,NCT00308061,Mean
6709,NCT01672658,Mean
4236,NCT00332709,Mean
6683,NCT02987543,Mean
6677,NCT01911390,Mean
4012,NCT01390909,Mean
6697,NCT03305055,Mean
5733,NCT02602223,Mean
4034,NCT00799617,Mean
2239,NCT01109602,Mean
8676,NCT01515475,Mean
3453,NCT01045447,Mean
5257,NCT01972464,Mean
6719,NCT01087736,Mean
8663,NCT00939055,Mean
4014,NCT01590888,Mean
2262,NCT01654315,Mean
8644,NCT01257802,Mean
4014,NCT01590888,Mean
4014,NCT01590888,Mean
6724,NCT00410189,Mean
6719,NCT01087736,Mean
6719,NCT01087736,Mean
3152,NCT03249584,Mean
6719,NCT01087736,Mean
3450,NCT00675584,Mean
6719,NCT01087736,Mean
4014,NCT01590888,Mean
6719,NCT01087736,Mean
4014,NCT01590888,Mean
8642,NCT03502681,Mean
8640,NCT00766051,Mean
2252,NCT02063178,Mean
8635,NCT00833898,Mean
2251,NCT00587990,Mean
6719,NCT01087736,Mean
6719,NCT01087736,Mean
4014,NCT01590888,Mean
6719,NCT01087736,Mean
8634,NCT02019667,Mean
4253,NCT00576693,Mean
2240,NCT01848353,Mean
8648,NCT01468987,Mean
2272,NCT01894581,Mean
4024,NCT00356915,Mean
4012,NCT01390909,Mean
4253,NCT00576693,Mean
