,NCTId,StudyType
2594,NCT01347762,Interventional
2593,NCT00427154,Interventional
2592,NCT02069353,Interventional
2591,NCT02453230,Interventional
2590,NCT02643914,Interventional
2588,NCT02414178,Interventional
2587,NCT03997422,Interventional
2585,NCT04322149,Interventional
2584,NCT03807934,Interventional
2583,NCT04562649,Interventional
2582,NCT02124824,Interventional
2580,NCT01841840,Interventional
2596,NCT01134653,Interventional
2579,NCT00108797,Interventional
2575,NCT00869609,Interventional
2574,NCT00758693,Interventional
2573,NCT00476021,Interventional
2572,NCT00135720,Interventional
2571,NCT01260441,Interventional
2570,NCT01598896,Interventional
2569,NCT02787928,Interventional
2567,NCT00004992,Interventional
2566,NCT02877394,Interventional
2565,NCT00411892,Interventional
2595,NCT02648204,Interventional
2597,NCT03066999,Interventional
2563,NCT01240174,Interventional
2615,NCT03689530,Interventional
2630,NCT03286283,Interventional
2628,NCT00099723,Interventional
2627,NCT04109443,Interventional
2626,NCT00947232,Interventional
2625,NCT03823872,Interventional
2623,NCT00005575,Interventional
2621,NCT03050554,Interventional
2619,NCT02841280,Interventional
2618,NCT00798876,Interventional
2617,NCT02932579,Interventional
2616,NCT03148652,Interventional
2613,NCT03432897,Interventional
2598,NCT03050840,Interventional
2612,NCT02698761,Interventional
2611,NCT02311777,Interventional
2610,NCT01378195,Interventional
2608,NCT00352651,Interventional
2606,NCT03824093,Interventional
2605,NCT00356122,Interventional
2604,NCT00255216,Interventional
2603,NCT02027324,Interventional
2602,NCT00169806,Interventional
2601,NCT01561924,Interventional
2599,NCT03028298,Interventional
2564,NCT03451071,Interventional
2562,NCT01595178,Interventional
2489,NCT01514279,Interventional
2508,NCT02129608,Interventional
2521,NCT04163614,Interventional
2520,NCT03136029,Interventional
2519,NCT03194854,Interventional
2518,NCT04129567,Interventional
2517,NCT02868021,Interventional
2515,NCT01910454,Interventional
2514,NCT00636454,Interventional
2512,NCT04574167,Interventional
2511,NCT02185300,Interventional
2510,NCT01744821,Interventional
2509,NCT01329406,Interventional
2507,NCT03120585,Interventional
2523,NCT00499746,Interventional
2506,NCT01349088,Interventional
2504,NCT02011685,Interventional
2502,NCT02404896,Interventional
2500,NCT01453894,Interventional
2499,NCT04063670,Interventional
2497,NCT03195205,Interventional
2496,NCT04521595,Interventional
2493,NCT02413125,Interventional
2492,NCT01751152,Interventional
2491,NCT03702283,Interventional
2490,NCT03014037,Interventional
2522,NCT00646204,Interventional
2524,NCT01079234,Interventional
2561,NCT00891033,Interventional
2543,NCT01268670,Interventional
2560,NCT00001037,Interventional
2559,NCT00729690,Interventional
2558,NCT01871545,Interventional
2557,NCT03597620,Interventional
2556,NCT00262249,Interventional
2555,NCT01364428,Interventional
2552,NCT03196999,Interventional
2551,NCT01619020,Interventional
2548,NCT04346511,Interventional
2545,NCT04277780,Interventional
2544,NCT01513473,Interventional
2542,NCT01611948,Interventional
2525,NCT04029220,Interventional
2540,NCT00056810,Interventional
2538,NCT01015820,Interventional
2537,NCT04433546,Interventional
2536,NCT00010816,Interventional
2534,NCT01142908,Interventional
2533,NCT02944370,Interventional
2532,NCT01858051,Interventional
2531,NCT01222585,Interventional
2530,NCT02464410,Interventional
2529,NCT00781586,Interventional
2528,NCT02768103,Interventional
2339,NCT02365116,Interventional
2337,NCT04374552,Interventional
2632,NCT03814980,Interventional
2336,NCT03984838,Interventional
2157,NCT00018551,Interventional
2155,NCT00363038,Interventional
2154,NCT03819686,Interventional
2153,NCT00540852,Interventional
2152,NCT00763308,Interventional
2151,NCT04258397,Interventional
2150,NCT02600845,Interventional
2149,NCT00751179,Interventional
2148,NCT04248023,Interventional
2145,NCT01681992,Interventional
2144,NCT02515578,Interventional
2143,NCT00026611,Interventional
2142,NCT00258479,Interventional
2141,NCT01183637,Interventional
2140,NCT01413555,Interventional
2139,NCT04155047,Interventional
2138,NCT01049776,Interventional
2137,NCT00134901,Interventional
2136,NCT02192034,Interventional
2135,NCT02606006,Interventional
2133,NCT03441503,Interventional
2131,NCT00156013,Interventional
2130,NCT01286870,Interventional
2128,NCT04576949,Interventional
2127,NCT04333615,Interventional
2158,NCT02301455,Interventional
2162,NCT02482610,Interventional
2163,NCT03508739,Interventional
2182,NCT03723577,Interventional
2195,NCT00346580,Interventional
2194,NCT02762370,Interventional
2193,NCT03709823,Interventional
2192,NCT02531958,Interventional
2191,NCT00452582,Interventional
2190,NCT00308763,Interventional
2189,NCT01547286,Interventional
2186,NCT03642275,Interventional
2185,NCT02257346,Interventional
2184,NCT03606460,Interventional
2183,NCT02638168,Interventional
2181,NCT03723603,Interventional
2164,NCT02066948,Interventional
2180,NCT03420638,Interventional
2179,NCT00252213,Interventional
2177,NCT01910519,Interventional
2175,NCT00000938,Interventional
2174,NCT00001101,Interventional
2171,NCT03911141,Interventional
2170,NCT00469625,Interventional
2169,NCT03841838,Interventional
2168,NCT02930941,Interventional
2167,NCT04580004,Interventional
2166,NCT00685555,Interventional
2124,NCT02482675,Interventional
2123,NCT00826735,Interventional
2122,NCT03337217,Interventional
2063,NCT02323399,Interventional
2080,NCT02516332,Interventional
2079,NCT01876667,Interventional
2076,NCT04598828,Interventional
2073,NCT00133198,Interventional
2070,NCT03492229,Interventional
2069,NCT00225862,Interventional
2068,NCT03266939,Interventional
2067,NCT01438307,Interventional
2066,NCT02043574,Interventional
2065,NCT03429413,Interventional
2064,NCT02056340,Interventional
2062,NCT03490188,Interventional
2082,NCT03844412,Interventional
2061,NCT04326036,Interventional
2060,NCT03982602,Interventional
2059,NCT04275297,Interventional
2058,NCT01987115,Interventional
2057,NCT00797953,Interventional
2056,NCT00916539,Interventional
2055,NCT02859142,Interventional
2053,NCT01050205,Interventional
2052,NCT03999099,Interventional
2051,NCT00142792,Interventional
2050,NCT00729560,Interventional
2081,NCT03963375,Interventional
2083,NCT02455011,Interventional
2121,NCT03518294,Interventional
2103,NCT03411278,Interventional
2120,NCT03404531,Interventional
2119,NCT01839903,Interventional
2116,NCT00865358,Interventional
2113,NCT03597516,Interventional
2112,NCT01164644,Interventional
2111,NCT02364570,Interventional
2110,NCT01350336,Interventional
2108,NCT01403428,Interventional
2107,NCT00007735,Interventional
2106,NCT02167386,Interventional
2105,NCT04211545,Interventional
2101,NCT03877497,Interventional
2085,NCT03246126,Interventional
2099,NCT03377621,Interventional
2097,NCT03327831,Interventional
2096,NCT02069782,Interventional
2095,NCT01973153,Interventional
2094,NCT00123825,Interventional
2093,NCT00097838,Interventional
2092,NCT00307957,Interventional
2091,NCT01175122,Interventional
2090,NCT03722589,Interventional
2087,NCT00363857,Interventional
2086,NCT04371419,Interventional
2196,NCT00314158,Interventional
2197,NCT01357551,Interventional
2198,NCT02079701,Interventional
2290,NCT00946088,Interventional
2304,NCT02539576,Interventional
2303,NCT02174978,Interventional
2302,NCT02879812,Interventional
2301,NCT01631747,Interventional
2299,NCT02091154,Interventional
2298,NCT00048555,Interventional
2296,NCT02747433,Interventional
2295,NCT00111176,Interventional
2294,NCT01431742,Interventional
2293,NCT00013078,Interventional
2291,NCT00779142,Interventional
2288,NCT00930995,Interventional
2306,NCT02070029,Interventional
2286,NCT03640286,Interventional
2285,NCT03313765,Interventional
2283,NCT01327105,Interventional
2281,NCT01878786,Interventional
2280,NCT02807155,Interventional
2278,NCT04587115,Interventional
2276,NCT00392015,Interventional
2274,NCT03489356,Interventional
2273,NCT03798691,Interventional
2272,NCT01894581,Interventional
2270,NCT04203238,Interventional
2305,NCT04030117,Interventional
2307,NCT01092078,Interventional
2268,NCT02054624,Interventional
2321,NCT00013026,Interventional
2335,NCT02968381,Interventional
2334,NCT03640208,Interventional
2333,NCT00709696,Interventional
2331,NCT00420550,Interventional
2330,NCT03735407,Interventional
2329,NCT00548639,Interventional
2328,NCT03243084,Interventional
2326,NCT04018417,Interventional
2325,NCT00127257,Interventional
2324,NCT02509377,Interventional
2323,NCT00746993,Interventional
2320,NCT04502290,Interventional
2308,NCT03205982,Interventional
2319,NCT03481270,Interventional
2318,NCT03112993,Interventional
2317,NCT04450316,Interventional
2316,NCT01996943,Interventional
2315,NCT02781844,Interventional
2314,NCT04250077,Interventional
2313,NCT00127686,Interventional
2312,NCT02069379,Interventional
2311,NCT04357587,Interventional
2310,NCT00976443,Interventional
2309,NCT01753115,Interventional
2269,NCT03416738,Interventional
2267,NCT02950337,Interventional
2200,NCT00121355,Interventional
2220,NCT01461889,Interventional
2233,NCT03565653,Interventional
2232,NCT00322049,Interventional
2231,NCT01737762,Interventional
2230,NCT01299896,Interventional
2228,NCT00572052,Interventional
2227,NCT03930420,Interventional
2225,NCT03236155,Interventional
2224,NCT00924508,Interventional
2223,NCT02179788,Interventional
2222,NCT03271931,Interventional
2221,NCT03148262,Interventional
2219,NCT03699930,Interventional
2235,NCT00323349,Interventional
2218,NCT01702428,Interventional
2217,NCT01592383,Interventional
2216,NCT04031729,Interventional
2214,NCT00124904,Interventional
2211,NCT02934191,Interventional
2210,NCT03168425,Interventional
2207,NCT00465959,Interventional
2206,NCT01276184,Interventional
2204,NCT01254669,Interventional
2203,NCT02698722,Interventional
2201,NCT00456248,Interventional
2234,NCT02924857,Interventional
2236,NCT02396589,Interventional
2266,NCT00586300,Interventional
2252,NCT02063178,Interventional
2265,NCT02692417,Interventional
2264,NCT02458313,Interventional
2263,NCT00547716,Interventional
2262,NCT01654315,Interventional
2261,NCT00360204,Interventional
2260,NCT03081871,Interventional
2259,NCT01857245,Interventional
2258,NCT01671397,Interventional
2255,NCT02217345,Interventional
2254,NCT02236572,Interventional
2253,NCT03406975,Interventional
2251,NCT00587990,Interventional
2237,NCT03306147,Interventional
2250,NCT03556293,Interventional
2249,NCT03906942,Interventional
2248,NCT03242655,Interventional
2246,NCT00277654,Interventional
2244,NCT00607620,Interventional
2243,NCT04310527,Interventional
2242,NCT01063179,Interventional
2241,NCT02865967,Interventional
2240,NCT01848353,Interventional
2239,NCT01109602,Interventional
2238,NCT01050907,Interventional
2631,NCT00713479,Interventional
2635,NCT00924898,Interventional
3212,NCT01351064,Interventional
2920,NCT00169754,Interventional
3027,NCT00682617,Interventional
3026,NCT00183963,Interventional
3025,NCT02591381,Interventional
3024,NCT01926678,Interventional
3023,NCT00962806,Interventional
3021,NCT01097785,Interventional
3018,NCT02808143,Interventional
3017,NCT01185041,Interventional
3016,NCT00109668,Interventional
3015,NCT02035826,Interventional
3013,NCT01326026,Interventional
3012,NCT01999244,Interventional
3011,NCT02634216,Interventional
3010,NCT04491539,Interventional
3008,NCT01227590,Interventional
3007,NCT02682784,Interventional
3006,NCT00324909,Interventional
3005,NCT03348345,Interventional
3004,NCT02833298,Interventional
3003,NCT01419652,Interventional
3002,NCT00001703,Interventional
3001,NCT00510614,Interventional
3000,NCT01106170,Interventional
2999,NCT01526239,Interventional
2997,NCT00097877,Interventional
3028,NCT00208832,Interventional
3030,NCT02239770,Interventional
3031,NCT01129570,Interventional
3054,NCT02068079,Interventional
3066,NCT01724125,Interventional
3065,NCT03467789,Interventional
3064,NCT02412865,Interventional
3063,NCT02456649,Interventional
3062,NCT00283283,Interventional
3061,NCT00956345,Interventional
3060,NCT00106054,Interventional
3059,NCT03427411,Interventional
3058,NCT03644914,Interventional
3057,NCT04499508,Interventional
3055,NCT01084941,Interventional
3053,NCT00624000,Interventional
3033,NCT03058692,Interventional
3049,NCT01051284,Interventional
3047,NCT02800486,Interventional
3043,NCT02240407,Interventional
3042,NCT00208026,Interventional
3041,NCT00399711,Interventional
3040,NCT02924194,Interventional
3038,NCT02191748,Interventional
3037,NCT00135733,Interventional
3036,NCT02872454,Interventional
3035,NCT01925456,Interventional
3034,NCT03884478,Interventional
2996,NCT00814697,Interventional
2995,NCT02133599,Interventional
2994,NCT03061188,Interventional
2940,NCT02834624,Interventional
2958,NCT03740490,Interventional
2957,NCT01125397,Interventional
2956,NCT00767039,Interventional
2955,NCT03633708,Interventional
2954,NCT03408483,Interventional
2949,NCT02151877,Interventional
2948,NCT01713530,Interventional
2946,NCT00598793,Interventional
2945,NCT03843437,Interventional
2943,NCT01979211,Interventional
2942,NCT00022750,Interventional
2939,NCT04011748,Interventional
2960,NCT02307565,Interventional
2937,NCT01128374,Interventional
2936,NCT01529138,Interventional
2935,NCT00283751,Interventional
2934,NCT01047709,Interventional
2932,NCT00502788,Interventional
2931,NCT00256217,Interventional
2930,NCT03399500,Interventional
2929,NCT01127490,Interventional
2928,NCT00106366,Interventional
2927,NCT03600103,Interventional
2926,NCT03987581,Interventional
2959,NCT04018573,Interventional
2962,NCT00463060,Interventional
2993,NCT03229356,Interventional
2980,NCT04438161,Interventional
2992,NCT01894191,Interventional
2991,NCT02737514,Interventional
2990,NCT00355745,Interventional
2989,NCT03063528,Interventional
2988,NCT00496145,Interventional
2987,NCT04417361,Interventional
2986,NCT01239095,Interventional
2984,NCT00001043,Interventional
2983,NCT03927742,Interventional
2982,NCT02524366,Interventional
2981,NCT04311294,Interventional
2979,NCT03710161,Interventional
2963,NCT00758628,Interventional
2977,NCT03807817,Interventional
2976,NCT01874964,Interventional
2974,NCT02662023,Interventional
2972,NCT00624767,Interventional
2971,NCT02968199,Interventional
2970,NCT01341275,Interventional
2969,NCT01239082,Interventional
2968,NCT00266058,Interventional
2967,NCT00322257,Interventional
2966,NCT01996072,Interventional
2965,NCT04039399,Interventional
3068,NCT03679676,Interventional
3069,NCT00000693,Interventional
3070,NCT02679794,Interventional
3157,NCT02619773,Interventional
3170,NCT03856255,Interventional
3169,NCT00711490,Interventional
3167,NCT00323414,Interventional
3166,NCT03003728,Interventional
3165,NCT02144051,Interventional
3164,NCT01661686,Interventional
3163,NCT03452579,Interventional
3161,NCT04037033,Interventional
3160,NCT00746109,Interventional
3159,NCT00251290,Interventional
3158,NCT01736930,Interventional
3156,NCT00328744,Interventional
3172,NCT02176213,Interventional
3155,NCT04476251,Interventional
3154,NCT03647449,Interventional
3153,NCT01415479,Interventional
3152,NCT03249584,Interventional
3151,NCT02319174,Interventional
3150,NCT01673789,Interventional
3149,NCT00399880,Interventional
3148,NCT00943501,Interventional
3147,NCT02707042,Interventional
3146,NCT02039375,Interventional
3145,NCT00308620,Interventional
3171,NCT00654615,Interventional
