,NCTId,InterventionType
8707,NCT03758625,Biological
8707,NCT03758625,Biological
7698,NCT00399529,Biological
6290,NCT03295695,Biological
4649,NCT03992872,Biological
6287,NCT01335009,Biological
1096,NCT01982474,Biological
8718,NCT00058045,Biological
8718,NCT00058045,Biological
6283,NCT00287469,Biological
4329,NCT00683085,Biological
6280,NCT00349713,Biological
7686,NCT01067287,Biological
9704,NCT03982069,Biological
7708,NCT00859716,Biological
7708,NCT00859716,Biological
4591,NCT01001325,Biological
2309,NCT01753115,Biological
4570,NCT04385524,Biological
9718,NCT03971799,Biological
9713,NCT03976102,Biological
4576,NCT04026009,Biological
4576,NCT04026009,Biological
2303,NCT02174978,Biological
4591,NCT01001325,Biological
8688,NCT04159896,Biological
2273,NCT03798691,Biological
9706,NCT03980769,Biological
9704,NCT03982069,Biological
6299,NCT01326104,Biological
2276,NCT00392015,Biological
2276,NCT00392015,Biological
6299,NCT01326104,Biological
6875,NCT00523224,Biological
8698,NCT03384836,Biological
2251,NCT00587990,Biological
6279,NCT00358332,Biological
2218,NCT01702428,Biological
2251,NCT00587990,Biological
2231,NCT01737762,Biological
6267,NCT01080716,Biological
6267,NCT01080716,Biological
6264,NCT01435135,Biological
6264,NCT01435135,Biological
6264,NCT01435135,Biological
6264,NCT01435135,Biological
6260,NCT01843621,Biological
7659,NCT01999868,Biological
7659,NCT01999868,Biological
6259,NCT01931358,Biological
6259,NCT01931358,Biological
6259,NCT01931358,Biological
6259,NCT01931358,Biological
2218,NCT01702428,Biological
2218,NCT01702428,Biological
2218,NCT01702428,Biological
6258,NCT01933685,Biological
6258,NCT01933685,Biological
6267,NCT01080716,Biological
2231,NCT01737762,Biological
6267,NCT01080716,Biological
6277,NCT00384670,Biological
8725,NCT00025389,Biological
6279,NCT00358332,Biological
6278,NCT00370682,Biological
8726,NCT00098670,Biological
6278,NCT00370682,Biological
6277,NCT00384670,Biological
8726,NCT00098670,Biological
8727,NCT00085124,Biological
6276,NCT00460525,Biological
2232,NCT00322049,Biological
4708,NCT01810731,Biological
4708,NCT01810731,Biological
4708,NCT01810731,Biological
4711,NCT01527838,Biological
6276,NCT00460525,Biological
6275,NCT00468858,Biological
2232,NCT00322049,Biological
6275,NCT00468858,Biological
4337,NCT02578641,Biological
4111,NCT01181323,Biological
6376,NCT02133469,Biological
79,NCT02766634,Biological
3631,NCT02587520,Biological
3631,NCT02587520,Biological
3631,NCT02587520,Biological
3631,NCT02587520,Biological
2970,NCT01341275,Biological
2970,NCT01341275,Biological
3631,NCT02587520,Biological
6737,NCT01048112,Biological
79,NCT02766634,Biological
114,NCT03382418,Biological
9947,NCT03798314,Biological
3659,NCT01660607,Biological
3661,NCT04495569,Biological
3661,NCT04495569,Biological
86,NCT02766647,Biological
6537,NCT00916656,Biological
6537,NCT00916656,Biological
86,NCT02766647,Biological
3631,NCT02587520,Biological
2984,NCT00001043,Biological
3621,NCT03814798,Biological
3621,NCT03814798,Biological
9958,NCT03793829,Biological
3033,NCT03058692,Biological
3033,NCT03058692,Biological
65,NCT00385047,Biological
6577,NCT03828019,Biological
3598,NCT02511054,Biological
3018,NCT02808143,Biological
3018,NCT02808143,Biological
3601,NCT01707069,Biological
3603,NCT00727636,Biological
3002,NCT00001703,Biological
3002,NCT00001703,Biological
73,NCT00601835,Biological
2994,NCT03061188,Biological
73,NCT00601835,Biological
3621,NCT03814798,Biological
3621,NCT03814798,Biological
8072,NCT03015896,Biological
89,NCT02882100,Biological
8071,NCT03665675,Biological
3727,NCT00528606,Biological
3730,NCT00459316,Biological
109,NCT01927835,Biological
3738,NCT03256344,Biological
3738,NCT03256344,Biological
109,NCT01927835,Biological
109,NCT01927835,Biological
2847,NCT00253734,Biological
2847,NCT00253734,Biological
109,NCT01927835,Biological
109,NCT01927835,Biological
114,NCT03382418,Biological
6765,NCT04387227,Biological
6766,NCT04329065,Biological
114,NCT03382418,Biological
6766,NCT04329065,Biological
6766,NCT04329065,Biological
3763,NCT01685034,Biological
3727,NCT00528606,Biological
2870,NCT01248208,Biological
89,NCT02882100,Biological
2870,NCT01248208,Biological
3684,NCT00684021,Biological
2905,NCT02002182,Biological
6516,NCT01853384,Biological
9943,NCT03801369,Biological
3684,NCT00684021,Biological
6747,NCT03953911,Biological
3689,NCT03812263,Biological
9942,NCT03802994,Biological
96,NCT02569632,Biological
6510,NCT02691247,Biological
6510,NCT02691247,Biological
6752,NCT03762291,Biological
2886,NCT04216342,Biological
2885,NCT01137669,Biological
6510,NCT02691247,Biological
6755,NCT03038828,Biological
3719,NCT00528840,Biological
65,NCT00385047,Biological
9961,NCT03792477,Biological
3581,NCT01162122,Biological
8284,NCT00089154,Biological
13,NCT00121108,Biological
8288,NCT00751270,Biological
9987,NCT03771963,Biological
16,NCT00724867,Biological
3381,NCT01966224,Biological
8293,NCT00861627,Biological
6699,NCT02816346,Biological
16,NCT00724867,Biological
3183,NCT03154437,Biological
3180,NCT04287868,Biological
3180,NCT04287868,Biological
3180,NCT04287868,Biological
3390,NCT02774317,Biological
8301,NCT01468896,Biological
8301,NCT01468896,Biological
3396,NCT01597596,Biological
3396,NCT01597596,Biological
8285,NCT00055861,Biological
8283,NCT00783172,Biological
8303,NCT00026221,Biological
6653,NCT03378167,Biological
3274,NCT00079820,Biological
8248,NCT02637427,Biological
4,NCT00312702,Biological
8243,NCT04420988,Biological
3298,NCT00813605,Biological
3298,NCT00813605,Biological
9995,NCT03768310,Biological
9995,NCT03768310,Biological
5,NCT00312663,Biological
6690,NCT04205656,Biological
6690,NCT04205656,Biological
8268,NCT00380679,Biological
8268,NCT00380679,Biological
6657,NCT02418962,Biological
3339,NCT01578317,Biological
3339,NCT01578317,Biological
6653,NCT03378167,Biological
3166,NCT03003728,Biological
8303,NCT00026221,Biological
3581,NCT01162122,Biological
49,NCT02773979,Biological
3520,NCT03818737,Biological
3520,NCT03818737,Biological
3520,NCT03818737,Biological
55,NCT00666380,Biological
3090,NCT04148118,Biological
8152,NCT01812005,Biological
3090,NCT04148118,Biological
3542,NCT02146781,Biological
3090,NCT04148118,Biological
3090,NCT04148118,Biological
3090,NCT04148118,Biological
3090,NCT04148118,Biological
56,NCT01287247,Biological
3090,NCT04148118,Biological
3082,NCT01343420,Biological
3062,NCT00283283,Biological
9961,NCT03792477,Biological
3095,NCT00744133,Biological
3515,NCT01491607,Biological
3416,NCT00187018,Biological
3497,NCT01502592,Biological
3155,NCT04476251,Biological
6706,NCT02157051,Biological
33,NCT02334462,Biological
8178,NCT02049541,Biological
3135,NCT02461758,Biological
3135,NCT02461758,Biological
8177,NCT02077959,Biological
33,NCT02334462,Biological
8176,NCT01814501,Biological
6613,NCT03598816,Biological
3452,NCT03180242,Biological
8174,NCT02992522,Biological
3452,NCT03180242,Biological
3452,NCT03180242,Biological
3454,NCT00137696,Biological
3463,NCT00493051,Biological
3463,NCT00493051,Biological
3775,NCT03636477,Biological
119,NCT01150695,Biological
6376,NCT02133469,Biological
4113,NCT04368988,Biological
4106,NCT00117689,Biological
4108,NCT00691587,Biological
4108,NCT00691587,Biological
4108,NCT00691587,Biological
7505,NCT00337428,Biological
4111,NCT01181323,Biological
4113,NCT04368988,Biological
4113,NCT04368988,Biological
4113,NCT04368988,Biological
8015,NCT00004048,Biological
4113,NCT04368988,Biological
4113,NCT04368988,Biological
4115,NCT00302861,Biological
4118,NCT00235300,Biological
7909,NCT03064620,Biological
7906,NCT03631719,Biological
4132,NCT00520143,Biological
4135,NCT04120194,Biological
7922,NCT00072046,Biological
7922,NCT00072046,Biological
6429,NCT01875653,Biological
4097,NCT01889797,Biological
4080,NCT03077438,Biological
4080,NCT03077438,Biological
7929,NCT00075946,Biological
4085,NCT00945906,Biological
4088,NCT03702920,Biological
4089,NCT02199691,Biological
4089,NCT02199691,Biological
4089,NCT02199691,Biological
4089,NCT02199691,Biological
4089,NCT02199691,Biological
4089,NCT02199691,Biological
4089,NCT02199691,Biological
6429,NCT01875653,Biological
7926,NCT00265850,Biological
7926,NCT00265850,Biological
4097,NCT01889797,Biological
7925,NCT01107626,Biological
4135,NCT04120194,Biological
4138,NCT04514653,Biological
4138,NCT04514653,Biological
9845,NCT03867682,Biological
4288,NCT01044095,Biological
7853,NCT02006719,Biological
4289,NCT03165591,Biological
4292,NCT02421367,Biological
9836,NCT03875209,Biological
9833,NCT03876028,Biological
9827,NCT03880656,Biological
4295,NCT01922856,Biological
8616,NCT03854032,Biological
8616,NCT03854032,Biological
6839,NCT03384914,Biological
6839,NCT03384914,Biological
6840,NCT01260727,Biological
6840,NCT01260727,Biological
6840,NCT01260727,Biological
6840,NCT01260727,Biological
2474,NCT01599923,Biological
4288,NCT01044095,Biological
7858,NCT01632241,Biological
4138,NCT04514653,Biological
7858,NCT01632241,Biological
8566,NCT02187055,Biological
9883,NCT03843294,Biological
4158,NCT02842853,Biological
4158,NCT02842853,Biological
9877,NCT03848403,Biological
4183,NCT00680069,Biological
6409,NCT02525432,Biological
6409,NCT02525432,Biological
4205,NCT04006119,Biological
4214,NCT02316353,Biological
2560,NCT00001037,Biological
6399,NCT01658618,Biological
6398,NCT03953300,Biological
6398,NCT03953300,Biological
8586,NCT00000798,Biological
4243,NCT00308061,Biological
4243,NCT00308061,Biological
6431,NCT02507882,Biological
6431,NCT02507882,Biological
9901,NCT03829566,Biological
6776,NCT02718469,Biological
6776,NCT02718469,Biological
3862,NCT00633321,Biological
3868,NCT01904604,Biological
3868,NCT01904604,Biological
3868,NCT01904604,Biological
6776,NCT02718469,Biological
3870,NCT01486264,Biological
6776,NCT02718469,Biological
7984,NCT02940301,Biological
3878,NCT02756494,Biological
3886,NCT04130516,Biological
6778,NCT02334384,Biological
8509,NCT01239368,Biological
7983,NCT00113399,Biological
7982,NCT00096031,Biological
8509,NCT01239368,Biological
7978,NCT00268489,Biological
3862,NCT00633321,Biological
6775,NCT03040687,Biological
3897,NCT04142723,Biological
6775,NCT03040687,Biological
119,NCT01150695,Biological
8470,NCT00731588,Biological
8470,NCT00731588,Biological
8470,NCT00731588,Biological
2811,NCT00001060,Biological
3804,NCT04482699,Biological
6493,NCT01045564,Biological
121,NCT00935623,Biological
8004,NCT01437852,Biological
6771,NCT03564782,Biological
8001,NCT02949128,Biological
3824,NCT00138476,Biological
6491,NCT01697267,Biological
8492,NCT01245673,Biological
8492,NCT01245673,Biological
6775,NCT03040687,Biological
6775,NCT03040687,Biological
6780,NCT02204098,Biological
3909,NCT00384397,Biological
2678,NCT00868309,Biological
7961,NCT00689728,Biological
138,NCT03965195,Biological
3990,NCT03460743,Biological
3990,NCT03460743,Biological
138,NCT03965195,Biological
7952,NCT00124618,Biological
2688,NCT04105166,Biological
4022,NCT00819169,Biological
4022,NCT00819169,Biological
2678,NCT00868309,Biological
4041,NCT03117998,Biological
4041,NCT03117998,Biological
4050,NCT02914275,Biological
4050,NCT02914275,Biological
7942,NCT00040885,Biological
4060,NCT02842866,Biological
4060,NCT02842866,Biological
9901,NCT03829566,Biological
7960,NCT00075686,Biological
7962,NCT00016406,Biological
3909,NCT00384397,Biological
3979,NCT00905125,Biological
3909,NCT00384397,Biological
6785,NCT01273922,Biological
3928,NCT00617851,Biological
3928,NCT00617851,Biological
3928,NCT00617851,Biological
3928,NCT00617851,Biological
3928,NCT00617851,Biological
2712,NCT02484950,Biological
9914,NCT03819881,Biological
3972,NCT00386542,Biological
9914,NCT03819881,Biological
3975,NCT02813187,Biological
3976,NCT02813161,Biological
7964,NCT00040937,Biological
7964,NCT00040937,Biological
3978,NCT02322554,Biological
3979,NCT00905125,Biological
7505,NCT00337428,Biological
1093,NCT00063778,Biological
7505,NCT00337428,Biological
7313,NCT00437021,Biological
1546,NCT01108848,Biological
5519,NCT01553461,Biological
7325,NCT01838863,Biological
7320,NCT04298138,Biological
7319,NCT03869060,Biological
1526,NCT02375256,Biological
1526,NCT02375256,Biological
7313,NCT00437021,Biological
8905,NCT00793975,Biological
1526,NCT02375256,Biological
7311,NCT01441167,Biological
1515,NCT00197054,Biological
7303,NCT01964859,Biological
5560,NCT01157117,Biological
5560,NCT01157117,Biological
1489,NCT00197288,Biological
9007,NCT04583501,Biological
1555,NCT00870987,Biological
1555,NCT00870987,Biological
5504,NCT04011059,Biological
1594,NCT04274153,Biological
1591,NCT02287688,Biological
1575,NCT03068949,Biological
1575,NCT03068949,Biological
1575,NCT03068949,Biological
1570,NCT00485134,Biological
1570,NCT00485134,Biological
1570,NCT00485134,Biological
1562,NCT02016482,Biological
5485,NCT03551080,Biological
5485,NCT03551080,Biological
6065,NCT02058680,Biological
6064,NCT02104713,Biological
5497,NCT02866721,Biological
6060,NCT02303964,Biological
1485,NCT02092142,Biological
1484,NCT02385825,Biological
1483,NCT02386150,Biological
1435,NCT00164619,Biological
1431,NCT00582088,Biological
1430,NCT00582504,Biological
1429,NCT00584194,Biological
1428,NCT00584454,Biological
7259,NCT03992001,Biological
7259,NCT03992001,Biological
1427,NCT00584805,Biological
1426,NCT00584844,Biological
1425,NCT00787826,Biological
1424,NCT00869713,Biological
7253,NCT00744146,Biological
7253,NCT00744146,Biological
7253,NCT00744146,Biological
7253,NCT00744146,Biological
7253,NCT00744146,Biological
6021,NCT03387553,Biological
6025,NCT03258658,Biological
5585,NCT01380795,Biological
5628,NCT03746769,Biological
1482,NCT03051386,Biological
1481,NCT03867162,Biological
9045,NCT04554914,Biological
1476,NCT02285777,Biological
1476,NCT02285777,Biological
1475,NCT00290147,Biological
1473,NCT02140762,Biological
7280,NCT02562872,Biological
7280,NCT02562872,Biological
9048,NCT04551677,Biological
9048,NCT04551677,Biological
1473,NCT02140762,Biological
5608,NCT02475707,Biological
9056,NCT04545047,Biological
5615,NCT02494167,Biological
1595,NCT03820414,Biological
1595,NCT03820414,Biological
7350,NCT00595491,Biological
9427,NCT04214249,Biological
5291,NCT03050814,Biological
9417,NCT04222166,Biological
6109,NCT01390064,Biological
8923,NCT01909752,Biological
8923,NCT01909752,Biological
5326,NCT03048500,Biological
5335,NCT04399889,Biological
1777,NCT02015156,Biological
1777,NCT02015156,Biological
9407,NCT04229979,Biological
5354,NCT00343005,Biological
6105,NCT01447407,Biological
8934,NCT03164967,Biological
5363,NCT03756454,Biological
9394,NCT04238143,Biological
9420,NCT04220190,Biological
8917,NCT04154670,Biological
9392,NCT04239040,Biological
7429,NCT03207152,Biological
5241,NCT02019524,Biological
5241,NCT02019524,Biological
8905,NCT00793975,Biological
8905,NCT00793975,Biological
8905,NCT00793975,Biological
5252,NCT04015778,Biological
5265,NCT02556996,Biological
1840,NCT03825783,Biological
8910,NCT02391727,Biological
1838,NCT00350337,Biological
6116,NCT01322503,Biological
1838,NCT00350337,Biological
5272,NCT02343263,Biological
5273,NCT00130377,Biological
1838,NCT00350337,Biological
9394,NCT04238143,Biological
8937,NCT03434769,Biological
6072,NCT01943825,Biological
5416,NCT02919306,Biological
1668,NCT01913353,Biological
1668,NCT01913353,Biological
5432,NCT03551184,Biological
5432,NCT03551184,Biological
7368,NCT00042510,Biological
7362,NCT02237196,Biological
7362,NCT02237196,Biological
7362,NCT02237196,Biological
7362,NCT02237196,Biological
5448,NCT01698177,Biological
5448,NCT01698177,Biological
8972,NCT00886821,Biological
6072,NCT01943825,Biological
6072,NCT01943825,Biological
6072,NCT01943825,Biological
5416,NCT02919306,Biological
9361,NCT04262869,Biological
1738,NCT03642691,Biological
1713,NCT03642847,Biological
6105,NCT01447407,Biological
1736,NCT02186626,Biological
1736,NCT02186626,Biological
6105,NCT01447407,Biological
6105,NCT01447407,Biological
5407,NCT03795233,Biological
5408,NCT02853617,Biological
5408,NCT02853617,Biological
5408,NCT02853617,Biological
1713,NCT03642847,Biological
5408,NCT02853617,Biological
5409,NCT01751048,Biological
5409,NCT01751048,Biological
5409,NCT01751048,Biological
1713,NCT03642847,Biological
5646,NCT01145209,Biological
1419,NCT03981952,Biological
1419,NCT03981952,Biological
7141,NCT00123968,Biological
7141,NCT00123968,Biological
7141,NCT00123968,Biological
7140,NCT00138918,Biological
7066,NCT00633009,Biological
9170,NCT04436029,Biological
5857,NCT00133445,Biological
7066,NCT00633009,Biological
1063,NCT01603264,Biological
1067,NCT02031991,Biological
1067,NCT02031991,Biological
5866,NCT00004025,Biological
1158,NCT00639418,Biological
5866,NCT00004025,Biological
7127,NCT04287478,Biological
1157,NCT03599739,Biological
7141,NCT00123968,Biological
5857,NCT00133445,Biological
9181,NCT04422912,Biological
1172,NCT00574600,Biological
1061,NCT01870986,Biological
1191,NCT01498640,Biological
1190,NCT01157897,Biological
1186,NCT01423825,Biological
1063,NCT01603264,Biological
1186,NCT01423825,Biological
1185,NCT00761631,Biological
9159,NCT04451382,Biological
1063,NCT01603264,Biological
5831,NCT00140634,Biological
5842,NCT01627314,Biological
7147,NCT01038557,Biological
1172,NCT00574600,Biological
5842,NCT01627314,Biological
1172,NCT00574600,Biological
1067,NCT02031991,Biological
1152,NCT03168854,Biological
1195,NCT01308437,Biological
1084,NCT01720277,Biological
1084,NCT01720277,Biological
1088,NCT01815268,Biological
1088,NCT01815268,Biological
1115,NCT01975818,Biological
7092,NCT04476901,Biological
1099,NCT01382095,Biological
9213,NCT04387084,Biological
9213,NCT04387084,Biological
9213,NCT04387084,Biological
1088,NCT01815268,Biological
9213,NCT04387084,Biological
1099,NCT01382095,Biological
1099,NCT01382095,Biological
1088,NCT01815268,Biological
1099,NCT01382095,Biological
7101,NCT02544061,Biological
1082,NCT01335412,Biological
1150,NCT00232947,Biological
1130,NCT00002402,Biological
1150,NCT00232947,Biological
1143,NCT01024686,Biological
1143,NCT01024686,Biological
1143,NCT01024686,Biological
1142,NCT00049439,Biological
7116,NCT02430506,Biological
7116,NCT02430506,Biological
1140,NCT02640677,Biological
5905,NCT02198833,Biological
5965,NCT01078909,Biological
1137,NCT01540474,Biological
1137,NCT01540474,Biological
1137,NCT01540474,Biological
1130,NCT00002402,Biological
1130,NCT00002402,Biological
5800,NCT00694551,Biological
1061,NCT01870986,Biological
1419,NCT03981952,Biological
1387,NCT00844493,Biological
1387,NCT00844493,Biological
1387,NCT00844493,Biological
7228,NCT01147900,Biological
7228,NCT01147900,Biological
1382,NCT04453293,Biological
1019,NCT01317667,Biological
1371,NCT02466750,Biological
1370,NCT02654509,Biological
5711,NCT02958267,Biological
5711,NCT02958267,Biological
1342,NCT03734237,Biological
1342,NCT03734237,Biological
1342,NCT03734237,Biological
7044,NCT02817984,Biological
5719,NCT03541187,Biological
1387,NCT00844493,Biological
7028,NCT00010309,Biological
1320,NCT03088111,Biological
1391,NCT01702857,Biological
1419,NCT03981952,Biological
7245,NCT02773446,Biological
1399,NCT02486770,Biological
1399,NCT02486770,Biological
1399,NCT02486770,Biological
9075,NCT04524962,Biological
5662,NCT02287428,Biological
6016,NCT03463239,Biological
7028,NCT00010309,Biological
1391,NCT01702857,Biological
5673,NCT04296942,Biological
5673,NCT04296942,Biological
5673,NCT04296942,Biological
1391,NCT01702857,Biological
1391,NCT01702857,Biological
5719,NCT03541187,Biological
5725,NCT04432272,Biological
1195,NCT01308437,Biological
1212,NCT00373958,Biological
1211,NCT02064426,Biological
7169,NCT01559103,Biological
7169,NCT01559103,Biological
7058,NCT01227005,Biological
1208,NCT04074928,Biological
1208,NCT04074928,Biological
1207,NCT02458092,Biological
9146,NCT04466098,Biological
1207,NCT02458092,Biological
1060,NCT01844804,Biological
5786,NCT02454010,Biological
1201,NCT02312037,Biological
1199,NCT00444457,Biological
1199,NCT00444457,Biological
1061,NCT01870986,Biological
1060,NCT01844804,Biological
5771,NCT03882437,Biological
1315,NCT01954251,Biological
1212,NCT00373958,Biological
1315,NCT01954251,Biological
9255,NCT04349436,Biological
9252,NCT04353206,Biological
9125,NCT04483440,Biological
5740,NCT04418518,Biological
5991,NCT04024878,Biological
1289,NCT03341754,Biological
1289,NCT03341754,Biological
9133,NCT04478708,Biological
9246,NCT04355897,Biological
5763,NCT00100399,Biological
1221,NCT03030430,Biological
1221,NCT03030430,Biological
1221,NCT03030430,Biological
1060,NCT01844804,Biological
5241,NCT02019524,Biological
5533,NCT00223080,Biological
9529,NCT04109924,Biological
7445,NCT04533464,Biological
6127,NCT01140373,Biological
1991,NCT00819013,Biological
7446,NCT02269423,Biological
1876,NCT01502345,Biological
9477,NCT04160065,Biological
8871,NCT01137006,Biological
8871,NCT01137006,Biological
1901,NCT02116205,Biological
9491,NCT04144023,Biological
9493,NCT04142983,Biological
5134,NCT02078284,Biological
5110,NCT01280968,Biological
5134,NCT02078284,Biological
5210,NCT03308565,Biological
9517,NCT04119024,Biological
1959,NCT02748889,Biological
1898,NCT01881503,Biological
7445,NCT04533464,Biological
5110,NCT01280968,Biological
6151,NCT00742001,Biological
9530,NCT04109222,Biological
1910,NCT01545232,Biological
9491,NCT04144023,Biological
7480,NCT02591420,Biological
7497,NCT04471974,Biological
5113,NCT01119521,Biological
7480,NCT02591420,Biological
8871,NCT01137006,Biological
5121,NCT01849887,Biological
8871,NCT01137006,Biological
5206,NCT04151186,Biological
8871,NCT01137006,Biological
1991,NCT00819013,Biological
8871,NCT01137006,Biological
1991,NCT00819013,Biological
8871,NCT01137006,Biological
1910,NCT01545232,Biological
1991,NCT00819013,Biological
8876,NCT02085473,Biological
1901,NCT02116205,Biological
8905,NCT00793975,Biological
9456,NCT04188015,Biological
8905,NCT00793975,Biological
6123,NCT01265433,Biological
9456,NCT04188015,Biological
5092,NCT04590521,Biological
8905,NCT00793975,Biological
6123,NCT01265433,Biological
1059,NCT04031365,Behavioral
105,NCT00837499,Behavioral
2873,NCT01930149,Behavioral
8806,NCT01693874,Behavioral
2866,NCT01106456,Behavioral
9119,NCT04485767,Behavioral
2866,NCT01106456,Behavioral
2877,NCT02441348,Behavioral
2865,NCT04479761,Behavioral
9939,NCT03803683,Behavioral
78,NCT03310112,Behavioral
9119,NCT04485767,Behavioral
102,NCT03293875,Behavioral
1314,NCT04156373,Behavioral
8405,NCT03781154,Behavioral
2883,NCT02817009,Behavioral
2883,NCT02817009,Behavioral
1317,NCT04494490,Behavioral
2883,NCT02817009,Behavioral
8444,NCT00120614,Behavioral
8405,NCT03781154,Behavioral
8406,NCT04372823,Behavioral
9565,NCT04084561,Behavioral
97,NCT02069925,Behavioral
8444,NCT00120614,Behavioral
1989,NCT03501992,Behavioral
1298,NCT03839797,Behavioral
2070,NCT03492229,Behavioral
2066,NCT02043574,Behavioral
8803,NCT01921179,Behavioral
8451,NCT03233555,Behavioral
1338,NCT01374724,Behavioral
1343,NCT02413710,Behavioral
2842,NCT03748420,Behavioral
2843,NCT03080090,Behavioral
2843,NCT03080090,Behavioral
9528,NCT04110236,Behavioral
8397,NCT02037568,Behavioral
8457,NCT02621944,Behavioral
2971,NCT02968199,Behavioral
2095,NCT01973153,Behavioral
1989,NCT03501992,Behavioral
9570,NCT04082117,Behavioral
2065,NCT03429413,Behavioral
1338,NCT01374724,Behavioral
1338,NCT01374724,Behavioral
1338,NCT01374724,Behavioral
8803,NCT01921179,Behavioral
8456,NCT01280500,Behavioral
9115,NCT04488055,Behavioral
2855,NCT03325777,Behavioral
2855,NCT03325777,Behavioral
2858,NCT03566706,Behavioral
2959,NCT04018573,Behavioral
2959,NCT04018573,Behavioral
8453,NCT01032590,Behavioral
2858,NCT03566706,Behavioral
9115,NCT04488055,Behavioral
2858,NCT03566706,Behavioral
8802,NCT01647438,Behavioral
2066,NCT02043574,Behavioral
2957,NCT01125397,Behavioral
8815,NCT02290639,Behavioral
8815,NCT02290639,Behavioral
1981,NCT00377208,Behavioral
8418,NCT00914108,Behavioral
2086,NCT04371419,Behavioral
2918,NCT01377857,Behavioral
8419,NCT02121652,Behavioral
2918,NCT01377857,Behavioral
2918,NCT01377857,Behavioral
8419,NCT02121652,Behavioral
8810,NCT03136094,Behavioral
97,NCT02069925,Behavioral
9132,NCT04479514,Behavioral
8428,NCT03613038,Behavioral
8429,NCT00224419,Behavioral
8429,NCT00224419,Behavioral
1054,NCT00935337,Behavioral
8430,NCT02808702,Behavioral
1238,NCT02340624,Behavioral
2921,NCT03405129,Behavioral
1234,NCT01406886,Behavioral
9139,NCT04472026,Behavioral
2930,NCT03399500,Behavioral
2921,NCT03405129,Behavioral
1225,NCT03302611,Behavioral
2930,NCT03399500,Behavioral
2921,NCT03405129,Behavioral
9565,NCT04084561,Behavioral
2926,NCT03987581,Behavioral
2926,NCT03987581,Behavioral
1978,NCT00296101,Behavioral
2926,NCT03987581,Behavioral
2080,NCT02516332,Behavioral
2927,NCT03600103,Behavioral
2930,NCT03399500,Behavioral
8417,NCT01824511,Behavioral
2909,NCT01004952,Behavioral
2908,NCT01153490,Behavioral
8436,NCT03333252,Behavioral
1298,NCT03839797,Behavioral
8412,NCT03832933,Behavioral
1297,NCT04067401,Behavioral
8806,NCT01693874,Behavioral
1052,NCT03598114,Behavioral
1297,NCT04067401,Behavioral
8412,NCT03832933,Behavioral
9565,NCT04084561,Behavioral
80,NCT02971709,Behavioral
2890,NCT00006181,Behavioral
2890,NCT00006181,Behavioral
2894,NCT01309217,Behavioral
2895,NCT03845283,Behavioral
2895,NCT03845283,Behavioral
9525,NCT04113746,Behavioral
1054,NCT00935337,Behavioral
8810,NCT03136094,Behavioral
8436,NCT03333252,Behavioral
2830,NCT01484717,Behavioral
2942,NCT00022750,Behavioral
2895,NCT03845283,Behavioral
2071,NCT00204048,Behavioral
2895,NCT03845283,Behavioral
1281,NCT04594109,Behavioral
2895,NCT03845283,Behavioral
9528,NCT04110236,Behavioral
1214,NCT01161290,Behavioral
8434,NCT03885232,Behavioral
1281,NCT04594109,Behavioral
9129,NCT04480346,Behavioral
2830,NCT01484717,Behavioral
2222,NCT03271931,Behavioral
1344,NCT01599598,Behavioral
2728,NCT03557775,Behavioral
2731,NCT00440596,Behavioral
1397,NCT00289315,Behavioral
8789,NCT03947983,Behavioral
8789,NCT03947983,Behavioral
1401,NCT00372606,Behavioral
8873,NCT00759746,Behavioral
1016,NCT00978484,Behavioral
129,NCT03699709,Behavioral
122,NCT03688126,Behavioral
1408,NCT02151955,Behavioral
131,NCT02939131,Behavioral
1411,NCT02406534,Behavioral
8874,NCT01216891,Behavioral
9518,NCT04118998,Behavioral
9919,NCT03818087,Behavioral
2116,NCT00865358,Behavioral
2731,NCT00440596,Behavioral
2106,NCT02167386,Behavioral
2726,NCT03577990,Behavioral
1395,NCT03904186,Behavioral
9080,NCT04523337,Behavioral
2759,NCT02903433,Behavioral
2756,NCT00520611,Behavioral
2756,NCT00520611,Behavioral
9080,NCT04523337,Behavioral
9585,NCT04071951,Behavioral
1395,NCT03904186,Behavioral
2106,NCT02167386,Behavioral
1397,NCT00289315,Behavioral
9925,NCT03812614,Behavioral
2742,NCT03156283,Behavioral
8516,NCT02133209,Behavioral
8516,NCT02133209,Behavioral
8517,NCT01240993,Behavioral
8517,NCT01240993,Behavioral
1397,NCT00289315,Behavioral
2726,NCT03577990,Behavioral
131,NCT02939131,Behavioral
1344,NCT01599598,Behavioral
9270,NCT04340570,Behavioral
8879,NCT01764698,Behavioral
9518,NCT04118998,Behavioral
9064,NCT04539002,Behavioral
9064,NCT04539002,Behavioral
2127,NCT04333615,Behavioral
8879,NCT01764698,Behavioral
9594,NCT04058795,Behavioral
1435,NCT00164619,Behavioral
8878,NCT01021644,Behavioral
1014,NCT01599624,Behavioral
9913,NCT03820609,Behavioral
2128,NCT04576949,Behavioral
8880,NCT03600532,Behavioral
9272,NCT04337021,Behavioral
1964,NCT03480217,Behavioral
2700,NCT00880256,Behavioral
2123,NCT00826735,Behavioral
8878,NCT01021644,Behavioral
133,NCT01873482,Behavioral
2717,NCT03127358,Behavioral
2724,NCT02679690,Behavioral
2724,NCT02679690,Behavioral
1016,NCT00978484,Behavioral
