,NCTId,InterventionBrowseBranchAbbrev
7993,NCT00121186,Repr
1268,NCT00328926,Repr
6911,NCT00909857,Repr
4962,NCT03168698,Repr
9653,NCT04018274,Repr
3665,NCT04009070,Repr
4862,NCT01578499,Repr
6920,NCT04537689,Repr
3535,NCT01730911,Repr
7522,NCT00336245,Repr
4383,NCT01223313,Repr
2573,NCT00476021,Repr
8901,NCT00570440,Repr
5687,NCT00722800,Repr
4273,NCT02889809,Repr
8651,NCT03229057,Repr
6221,NCT02629159,Repr
6931,NCT03890666,Repr
8212,NCT01297062,Repr
8552,NCT01710358,Repr
1698,NCT02742532,Repr
6136,NCT00972439,Repr
5379,NCT01733030,Rena
1858,NCT00855153,Rena
7317,NCT00822692,Rena
7514,NCT01572532,Rena
3598,NCT02511054,Rena
2437,NCT00481507,Rena
3762,NCT03935828,Rena
7862,NCT03828201,Rena
7115,NCT00111163,Rena
5919,NCT01086475,Rena
1572,NCT01618591,Rena
6014,NCT03535688,Rena
7488,NCT02894294,Rena
8506,NCT01490697,Rena
7237,NCT01434173,Rena
7520,NCT00396526,Rena
3828,NCT00002120,Rena
7226,NCT00140361,Rena
7820,NCT01352637,Rena
9760,NCT03933631,Rena
3700,NCT00729937,Rena
2559,NCT00729690,PsychDr
1018,NCT02098499,PsychDr
8795,NCT00183339,PsychDr
3313,NCT03781115,PsychDr
4309,NCT01897896,PsychDr
3310,NCT01391858,PsychDr
7914,NCT00223509,PsychDr
5907,NCT01928849,PsychDr
7062,NCT00862095,PsychDr
8547,NCT01588457,PsychDr
3959,NCT00005014,PsychDr
3813,NCT00125138,PsychDr
6842,NCT03264235,PsychDr
1502,NCT00763724,PsychDr
4824,NCT03290963,PsychDr
5322,NCT03152409,PsychDr
7233,NCT01524133,PsychDr
2608,NCT00352651,PsychDr
2570,NCT01598896,PsychDr
1392,NCT03713918,PsychDr
1252,NCT01668069,PsychDr
8852,NCT03723395,PsychDr
4254,NCT01190254,PsychDr
5417,NCT03431831,PsychDr
8588,NCT02360644,PsychDr
2913,NCT01625923,PsychDr
5375,NCT02771925,PsychDr
1079,NCT00128479,PsychDr
3299,NCT03889418,PsychDr
1508,NCT00971633,PsychDr
3969,NCT01177176,PsychDr
9871,NCT03849937,PsychDr
7630,NCT03432715,PsychDr
2611,NCT02311777,PsychDr
4102,NCT03892889,PsychDr
1786,NCT02015546,PsychDr
2409,NCT01364805,PsychDr
6364,NCT00518323,PsychDr
2034,NCT00954681,PsychDr
7133,NCT01484184,PsychDr
8295,NCT02835729,PsychDr
8143,NCT03246113,PsychDr
2033,NCT01511640,PsychDr
8325,NCT00760474,PsychDr
2814,NCT00531518,PsychDr
7629,NCT03193398,PsychDr
3695,NCT03107468,PsychDr
4653,NCT01786109,PsychDr
8029,NCT01964404,PsychDr
7387,NCT01312922,PsychDr
6881,NCT04360044,PsychDr
1245,NCT02415309,PsychDr
2190,NCT00308763,PsychDr
3511,NCT01082237,PsychDr
9082,NCT04519957,PsychDr
8935,NCT03635905,PsychDr
7976,NCT00880191,PsychDr
8478,NCT02929667,PsychDr
6003,NCT03769259,PsychDr
9920,NCT03817970,PsychDr
5360,NCT02476877,PsychDr
7426,NCT02467933,PsychDr
7776,NCT00208585,PsychDr
3100,NCT02039960,PsychDr
2594,NCT01347762,PsychDr
8083,NCT00395499,PsychDr
5452,NCT00788944,PsychDr
1957,NCT01505049,PsychDr
5954,NCT00506389,PsychDr
7957,NCT03527186,PsychDr
8363,NCT01046214,PsychDr
6608,NCT00202449,PsychDr
7577,NCT00431847,PsychDr
8259,NCT00514449,PsychDr
1046,NCT02419443,PsychDr
8502,NCT01174290,PsychDr
2018,NCT01011634,PsychDr
5207,NCT01253408,PsychDr
8576,NCT02553161,PsychDr
9110,NCT04495283,PsychDr
3882,NCT02820519,PsychDr
4388,NCT00221416,PsychDr
7565,NCT02246413,PsychDr
2744,NCT03837860,PsychDr
7197,NCT03555669,PsychDr
3880,NCT00001479,PsychDr
5308,NCT02145949,PsychDr
9193,NCT04407377,PsychDr
7972,NCT00087399,PsychDr
3036,NCT02872454,PsychDr
8713,NCT04221997,PsychDr
2929,NCT01127490,PsychDr
8360,NCT00074802,PsychDr
7182,NCT02845349,PsychDr
6353,NCT00482612,PsychDr
4616,NCT00027404,PsychDr
1944,NCT00277667,PsychDr
3656,NCT01668667,PsychDr
3932,NCT00250575,PsychDr
1075,NCT00618956,PsychDr
5684,NCT02175329,PsychDr
8403,NCT00458211,PsychDr
6597,NCT04531579,PsychDr
3931,NCT00507936,PsychDr
1388,NCT02940717,PsychDr
2278,NCT04587115,PsychDr
4998,NCT01874951,PsychDr
1034,NCT03719391,PsychDr
4961,NCT03106363,PsychDr
4297,NCT00006286,PsychDr
8853,NCT01156610,PsychDr
1941,NCT00218517,PsychDr
7949,NCT00489411,PsychDr
1966,NCT00278772,PsychDr
2023,NCT02161458,PsychDr
8500,NCT03841682,PsychDr
9004,NCT04586530,PsychDr
8583,NCT04454424,PsychDr
6602,NCT01480804,PsychDr
7016,NCT03607331,PsychDr
5304,NCT03887390,PsychDr
5186,NCT01657760,PsychDr
2325,NCT00127257,PsychDr
4626,NCT03709888,PsychDr
9212,NCT04388319,PsychDr
7274,NCT01052103,PsychDr
8096,NCT03790358,PsychDr
8103,NCT01537068,PsychDr
6983,NCT00233103,PsychDr
5271,NCT01609348,PsychDr
4492,NCT02140788,PsychDr
2509,NCT01329406,PsychDr
8645,NCT00995696,PsychDr
9265,NCT04342663,PsychDr
8786,NCT03395314,PsychDr
5849,NCT02297126,PsychDr
3609,NCT03966053,PsychDr
8156,NCT00427128,PsychDr
9609,NCT04049669,PsychDr
7695,NCT00208572,PsychDr
8099,NCT00876226,PsychDr
8889,NCT00178048,PsychDr
2623,NCT00005575,PsychDr
8240,NCT01658228,PsychDr
8145,NCT01141049,PsychDr
3728,NCT00249405,PsychDr
3401,NCT00646451,PsychDr
7292,NCT01529034,PsychDr
4504,NCT03655730,PsychDr
4221,NCT01190267,PsychDr
6149,NCT00749203,PsychDr
6288,NCT00518713,PsychDr
1856,NCT00037219,PsychDr
5059,NCT00356200,PsychDr
5605,NCT02759185,PsychDr
7809,NCT01495923,PsychDr
6974,NCT00621751,PsychDr
7091,NCT04531592,PsychDr
8157,NCT03353922,PsychDr
4065,NCT01714323,PsychDr
6745,NCT01233609,PsychDr
8222,NCT00220714,PsychDr
8005,NCT01431573,PsychDr
3711,NCT01733394,PsychDr
4358,NCT00534378,PsychDr
2230,NCT01299896,PsychDr
6563,NCT02172859,PsychDr
9463,NCT04178993,PsychDr
2420,NCT00123578,PsychDr
1762,NCT02995915,PsychDr
5488,NCT00595504,PsychDr
5616,NCT01602913,PsychDr
4187,NCT01795547,PsychDr
2297,NCT03062033,PsychDr
8689,NCT02520115,PsychDr
2894,NCT01309217,PsychDr
4483,NCT03054103,PsychDr
7455,NCT03282110,PsychDr
4925,NCT01846182,PsychDr
1864,NCT00137202,PsychDr
7309,NCT04474093,PsychDr
6285,NCT00162981,PsychDr
8607,NCT00228046,PsychDr
4222,NCT01074151,PsychDr
8155,NCT00389493,PsychDr
7369,NCT01967680,PsychDr
5741,NCT01014533,PsychDr
9927,NCT03811444,PsychDr
1849,NCT00573599,PsychDr
3774,NCT04023357,PsychDr
1304,NCT03530020,PsychDr
7649,NCT01390220,PsychDr
4671,NCT01077596,PsychDr
4012,NCT01390909,PsychDr
9038,NCT04560673,PsychDr
2080,NCT02516332,PsychDr
5347,NCT01615055,PsychDr
7647,NCT00785577,PsychDr
9247,NCT04355650,PsychDr
4077,NCT01871506,PsychDr
3185,NCT00986310,PsychDr
1571,NCT02846116,PsychDr
8423,NCT00006172,PsychDr
5328,NCT01038323,PsychDr
7379,NCT02504931,PsychDr
5730,NCT03080493,PsychDr
3784,NCT01713777,PsychDr
2082,NCT03844412,PsychDr
1108,NCT03109002,PsychDr
1923,NCT00037206,PsychDr
4328,NCT03172741,PsychDr
8180,NCT00414323,PsychDr
1569,NCT04127058,PsychDr
2707,NCT02939287,PsychDr
3083,NCT03978442,PsychDr
5672,NCT03813628,PsychDr
6847,NCT03947216,PsychDr
2246,NCT00277654,PsychDr
1775,NCT04526002,PsychDr
6232,NCT01303367,PsychDr
7986,NCT00748098,PsychDr
135,NCT01369030,PsychDr
4910,NCT04570449,PsychDr
7112,NCT00113737,PsychDr
6040,NCT02922894,PsychDr
4175,NCT02655354,PsychDr
8756,NCT02487485,PsychDr
5261,NCT00385762,PsychDr
8095,NCT04294966,PsychDr
6988,NCT00205491,PsychDr
9823,NCT03881449,PsychDr
6082,NCT01760785,PsychDr
8330,NCT00767806,PsychDr
7864,NCT03328572,PsychDr
6972,NCT00735670,PsychDr
8911,NCT00248612,PsychDr
6532,NCT03893825,PsychDr
2954,NCT03408483,PsychDr
2866,NCT01106456,PsychDr
7027,NCT01500434,PlAggInh
6472,NCT00000152,PlAggInh
6541,NCT01420016,PlAggInh
4931,NCT04158830,PlAggInh
1537,NCT02228850,PlAggInh
2514,NCT00636454,PlAggInh
5451,NCT01966302,PlAggInh
4937,NCT04271462,PlAggInh
1104,NCT00000157,PlAggInh
1065,NCT01589978,PlAggInh
8526,NCT00587496,PlAggInh
8269,NCT04117022,PlAggInh
8279,NCT00458042,PlAggInh
4906,NCT00940784,PlAggInh
1797,NCT01603342,PlAggInh
2802,NCT01915069,PlAggInh
2798,NCT02644057,PlAggInh
4825,NCT04588727,PlAggInh
4640,NCT01511939,PlAggInh
1452,NCT00997503,PlAggInh
5322,NCT03152409,PlAggInh
6633,NCT01630980,PlAggInh
1771,NCT01561950,PlAggInh
8274,NCT02074254,PlAggInh
1799,NCT00995410,PlAggInh
2645,NCT01228214,PlAggInh
6926,NCT01510327,PlAggInh
2857,NCT01231165,PlAggInh
6834,NCT03417388,PlAggInh
2604,NCT00255216,PlAggInh
1616,NCT03866434,PlAggInh
7007,NCT03321292,PlAggInh
5214,NCT04275180,PlAggInh
2047,NCT03341078,PlAggInh
6200,NCT02666742,PlAggInh
5933,NCT00628498,PlAggInh
4032,NCT00664040,PlAggInh
7437,NCT00823212,PlAggInh
7990,NCT00122447,PlAggInh
4416,NCT01321281,PlAggInh
9561,NCT04088123,PlAggInh
7290,NCT03079999,PlAggInh
3391,NCT04070573,PlAggInh
5870,NCT01105091,PlAggInh
9850,NCT03866005,PlAggInh
5962,NCT00902603,PlAggInh
3693,NCT03218787,PlAggInh
9592,NCT04059523,PlAggInh
7988,NCT01980979,PlAggInh
6080,NCT01810276,PlAggInh
2442,NCT00004727,PlAggInh
9577,NCT04076813,PlAggInh
9208,NCT04391179,PlAggInh
8489,NCT02219906,PlAggInh
3701,NCT01742117,PlAggInh
2461,NCT02288702,PlAggInh
6147,NCT00763009,PlAggInh
5645,NCT02655458,PlAggInh
3328,NCT01714102,PlAggInh
6148,NCT00760708,PlAggInh
5860,NCT00005493,PlAggInh
7376,NCT00756600,PlAggInh
5635,NCT00823381,PlAggInh
4359,NCT00697151,PlAggInh
8914,NCT02341638,PlAggInh
9313,NCT04305587,PlAggInh
2471,NCT00590161,PlAggInh
5849,NCT02297126,PlAggInh
3334,NCT01789814,PlAggInh
142,NCT02252159,PlAggInh
7760,NCT02927249,PlAggInh
2216,NCT04031729,PlAggInh
8381,NCT00938782,PlAggInh
4253,NCT00576693,PlAggInh
5836,NCT02081391,PhSol
3684,NCT00684021,PhSol
7798,NCT00256750,PhSol
5808,NCT02249182,PhSol
1403,NCT00006604,PhSol
9903,NCT03828682,PhSol
7011,NCT01464307,PhSol
9314,NCT04305184,PhSol
6096,NCT01564407,PhSol
1383,NCT02030522,PhSol
4372,NCT03483805,PhSol
6435,NCT02888912,PhSol
4110,NCT04009291,PhSol
5822,NCT01280344,PhSol
6095,NCT01566877,PhSol
1218,NCT03491397,PhSol
7439,NCT04302649,PhSol
1219,NCT01366924,PhSol
7782,NCT03698279,PhSol
7440,NCT02215200,PhSol
9664,NCT04014400,PhSol
8441,NCT00621530,PhSol
3469,NCT00324155,PhSol
1609,NCT03293654,PhSol
6093,NCT01593072,PhSol
7433,NCT01654094,PhSol
1213,NCT03310580,PhSol
7006,NCT02369861,PhSol
9670,NCT04003987,PhSol
4113,NCT04368988,PhSol
4122,NCT00856856,PhSol
6795,NCT02238483,PhSol
3106,NCT00287521,PhSol
8082,NCT00397735,PhSol
4738,NCT03634852,PhSol
2236,NCT02396589,PhSol
6763,NCT04598386,PhSol
7044,NCT02817984,PhSol
2683,NCT03004443,PhSol
9953,NCT03795701,PhSol
1973,NCT03006276,PhSol
7393,NCT00737893,PhSol
6259,NCT01931358,PhSol
2872,NCT02068430,PhSol
6748,NCT04311320,PhSol
1902,NCT02579057,PhSol
4429,NCT03110952,PhSol
7391,NCT04094298,PhSol
2231,NCT01737762,PhSol
8824,NCT04030962,PhSol
6743,NCT03221777,PhSol
3743,NCT04461353,PhSol
1440,NCT02204176,PhSol
9961,NCT03792477,PhSol
9623,NCT04042506,PhSol
8818,NCT01314599,PhSol
3428,NCT01852955,PhSol
2885,NCT01137669,PhSol
5041,NCT03914365,PhSol
1405,NCT02496221,PhSol
9659,NCT04016233,PhSol
3105,NCT04079582,PhSol
5841,NCT02796651,PhSol
3451,NCT01780129,PhSol
9652,NCT04018599,PhSol
7021,NCT03483649,PhSol
6428,NCT04117607,PhSol
6250,NCT04283513,PhSol
7025,NCT02558829,PhSol
4091,NCT02669420,PhSol
1898,NCT01881503,PhSol
5450,NCT02234011,PhSol
4088,NCT03702920,PhSol
6426,NCT04306705,PhSol
5637,NCT03822403,PhSol
7408,NCT03329404,PhSol
9641,NCT04026581,PhSol
8893,NCT01664624,PhSol
7444,NCT02045511,PhSol
1373,NCT00414011,PhSol
6445,NCT01678495,PhSol
5711,NCT02958267,PhSol
9771,NCT03926741,PhSol
4208,NCT02976831,PhSol
3543,NCT02882620,PhSol
4207,NCT04295538,PhSol
6918,NCT02079116,PhSol
7570,NCT04238910,PhSol
6919,NCT02072694,PhSol
5704,NCT04240483,PhSol
4866,NCT04048707,PhSol
5757,NCT00254176,PhSol
5759,NCT03848221,PhSol
3622,NCT04141605,PhSol
7548,NCT01125124,PhSol
9760,NCT03933631,PhSol
1949,NCT00610480,PhSol
4191,NCT03765593,PhSol
9151,NCT04461795,PhSol
9150,NCT04462770,PhSol
8055,NCT01818739,PhSol
5695,NCT04475172,PhSol
4861,NCT03083431,PhSol
4292,NCT02421367,PhSol
1691,NCT02568202,PhSol
3545,NCT02565420,PhSol
6516,NCT01853384,PhSol
9754,NCT03938077,PhSol
6205,NCT01656889,PhSol
7621,NCT02114229,PhSol
1290,NCT00121147,PhSol
6886,NCT03038594,PhSol
7616,NCT04075513,PhSol
6510,NCT02691247,PhSol
2316,NCT01996943,PhSol
9394,NCT04238143,PhSol
6192,NCT03821402,PhSol
4245,NCT01300325,PhSol
9815,NCT03886506,PhSol
7597,NCT01984801,PhSol
1301,NCT00847483,PhSol
3559,NCT04069832,PhSol
1977,NCT01327963,PhSol
1283,NCT02223338,PhSol
8780,NCT01802944,PhSol
1968,NCT03009019,PhSol
9786,NCT03913260,PhSol
9464,NCT04176172,PhSol
6484,NCT04372329,PhSol
2326,NCT04018417,PhSol
3018,NCT02808143,PhSol
7587,NCT02755636,PhSol
6468,NCT01824082,PhSol
2637,NCT04276558,PhSol
8231,NCT02255357,PhSol
9867,NCT03854721,PhSol
6526,NCT03069144,PhSol
5680,NCT03350217,PhSol
7730,NCT03541941,PhSol
2011,NCT02500836,PhSol
9713,NCT03976102,PhSol
6527,NCT02845700,PhSol
9892,NCT03837522,PhSol
4332,NCT01587703,PhSol
9336,NCT04284514,PhSol
2274,NCT03489356,PhSol
8756,NCT02487485,PhSol
2019,NCT01699022,PhSol
7473,NCT00446979,PhSol
6117,NCT01320059,PhSol
5663,NCT01873131,PhSol
9142,NCT04469530,PhSol
8811,NCT02696291,PhSol
4971,NCT02694978,PhSol
6818,NCT04176328,PhSol
3139,NCT02722278,PhSol
8188,NCT01632202,PhSol
3676,NCT03790137,PhSol
1914,NCT02115724,PhSol
9872,NCT03849456,PhSol
1248,NCT02378415,PhSol
4295,NCT01922856,PhSol
8795,NCT00183339,PhSol
5694,NCT03789097,PhSol
4184,NCT02004691,PhSol
6850,NCT02286921,PhSol
3633,NCT03830307,PhSol
3634,NCT03555266,PhSol
3636,NCT00633373,PhSol
1698,NCT02742532,PhSol
6928,NCT04120363,PhSol
1640,NCT03756025,PhSol
3522,NCT00278928,PhSol
6931,NCT03890666,PhSol
9860,NCT03862053,PhSol
8927,NCT02509117,PhSol
3520,NCT03818737,PhSol
4830,NCT02511041,PhSol
7713,NCT01569191,PhSol
8641,NCT02726438,PhSol
4825,NCT04588727,PhSol
6849,NCT02863809,PhSol
1335,NCT04215328,PhSol
4951,NCT04055688,PhSol
4952,NCT03030599,PhSol
4308,NCT04597437,PhSol
1595,NCT03820414,PhSol
1807,NCT00333203,PhSol
6383,NCT02145299,PhSol
3350,NCT01096771,PhSol
1473,NCT02140762,PhSol
5896,NCT01845636,PhSol
3353,NCT04022434,PhSol
6011,NCT03615196,PhSol
6644,NCT01739803,PhSol
1777,NCT02015156,PhSol
5567,NCT02907983,PhSol
8245,NCT03112720,PhSol
8717,NCT00955084,PhSol
7116,NCT02430506,PhSol
6657,NCT02418962,PhSol
3341,NCT00990262,PhSol
5165,NCT04536350,PhSol
7901,NCT02359097,PhSol
9301,NCT04315558,PhSol
3797,NCT02479620,PhSol
5112,NCT03501082,PhSol
7114,NCT02905981,PhSol
2467,NCT03426137,PhSol
8868,NCT02679729,PhSol
7301,NCT03623022,PhSol
1039,NCT03306602,PhSol
9364,NCT04259645,PhSol
8424,NCT01729299,PhSol
2706,NCT01624194,PhSol
2757,NCT03642769,PhSol
7099,NCT01937338,PhSol
1127,NCT03073343,PhSol
3988,NCT04324359,PhSol
6597,NCT04531579,PhSol
2196,NCT00314158,PhSol
5597,NCT03071744,PhSol
3999,NCT04434313,PhSol
8882,NCT01882010,PhSol
7109,NCT00349622,PhSol
3910,NCT02797431,PhSol
1822,NCT00833716,PhSol
5134,NCT02078284,PhSol
8723,NCT02189889,PhSol
6360,NCT03255681,PhSol
2493,NCT02413125,PhSol
3803,NCT03553576,PhSol
1826,NCT02676635,PhSol
5140,NCT02354287,PhSol
3958,NCT02059564,PhSol
75,NCT02616198,PhSol
9296,NCT04318145,PhSol
5982,NCT04293016,PhSol
9510,NCT04124939,PhSol
5981,NCT04356859,PhSol
9110,NCT04495283,PhSol
2455,NCT04233164,PhSol
3309,NCT03399370,PhSol
2168,NCT02930941,PhSol
5980,NCT04363164,PhSol
9422,NCT04219280,PhSol
4640,NCT01511939,PhSol
2162,NCT02482610,PhSol
2124,NCT02482675,PhSol
1837,NCT01554644,PhSol
8587,NCT01800318,PhSol
3330,NCT01027611,PhSol
4542,NCT00333229,PhSol
5518,NCT01110005,PhSol
1490,NCT01884090,PhSol
8592,NCT04278235,PhSol
7243,NCT03358563,PhSol
6660,NCT02403232,PhSol
1838,NCT00350337,PhSol
7910,NCT01856673,PhSol
3926,NCT00453362,PhSol
5904,NCT02307916,PhSol
8847,NCT02079480,PhSol
5572,NCT02440061,PhSol
9127,NCT04482712,PhSol
3771,NCT03339245,PhSol
3824,NCT00138476,PhSol
5075,NCT03662412,PhSol
3754,NCT03834142,PhSol
3385,NCT02405039,PhSol
4027,NCT01890798,PhSol
2139,NCT04155047,PhSol
5076,NCT01001221,PhSol
7341,NCT01996826,PhSol
8318,NCT04362189,PhSol
3899,NCT02312050,PhSol
2061,NCT04326036,PhSol
5074,NCT04247087,PhSol
8863,NCT02926677,PhSol
9964,NCT03787758,PhSol
7348,NCT02689713,PhSol
9097,NCT04506294,PhSol
1456,NCT03400475,PhSol
1053,NCT02420041,PhSol
5943,NCT01673828,PhSol
7353,NCT03385304,PhSol
1147,NCT01538459,PhSol
1063,NCT01603264,PhSol
7354,NCT00788398,PhSol
6045,NCT02679560,PhSol
3893,NCT04589819,PhSol
8096,NCT03790358,PhSol
3253,NCT03671746,PhSol
1051,NCT02027155,PhSol
9344,NCT04278157,PhSol
6398,NCT03953300,PhSol
6278,NCT00370682,PhSol
2412,NCT02277314,PhSol
4723,NCT04034784,PhSol
3859,NCT01745887,PhSol
4708,NCT01810731,PhSol
1465,NCT00694174,PhSol
4698,NCT03639025,PhSol
1526,NCT02375256,PhSol
1067,NCT02031991,PhSol
7091,NCT04531592,PhSol
1812,NCT03973177,PhSol
5068,NCT01508676,PhSol
7385,NCT00048932,PhSol
7092,NCT04476901,PhSol
2754,NCT02205528,PhSol
4490,NCT04191473,PhSol
7089,NCT00109616,PhSol
3378,NCT01998802,PhSol
9591,NCT04060849,PhSol
8979,NCT04607668,PhSol
1043,NCT02030990,PhSol
5855,NCT03293524,PhSol
1806,NCT00333268,PhSol
9416,NCT04222712,PhSol
7381,NCT00751946,PhSol
6348,NCT04603911,PhSol
1801,NCT03979209,PhSol
7946,NCT01376349,Ot
1299,NCT01216982,Ot
1293,NCT02052310,Ot
9291,NCT04320381,Ot
7970,NCT01385137,Ot
2124,NCT02482675,Ot
4938,NCT01785004,Ot
3885,NCT03146897,Ot
7967,NCT01124695,Ot
9850,NCT03866005,Ot
3630,NCT00988403,Ot
4934,NCT00141908,Ot
8028,NCT01614353,Ot
7697,NCT04016909,Ot
2121,NCT03518294,Ot
2149,NCT00751179,Ot
2615,NCT03689530,Ot
5949,NCT01011348,Ot
6166,NCT00541164,Ot
3923,NCT00107666,Ot
5965,NCT01078909,Ot
5187,NCT01636466,Ot
6863,NCT00760851,Ot
6611,NCT02832401,Ot
5954,NCT00506389,Ot
2986,NCT01239095,Ot
8457,NCT02621944,Ot
2768,NCT00658476,Ot
7656,NCT03272074,Ot
5218,NCT02138838,Ot
1307,NCT01632761,Ot
6633,NCT01630980,Ot
5744,NCT01860352,Ot
8785,NCT04123223,Ot
8016,NCT02293824,Ot
5741,NCT01014533,Ot
5931,NCT01213914,Ot
1318,NCT04073719,Ot
2771,NCT01193777,Ot
2779,NCT04036344,Ot
2746,NCT01334554,Ot
5160,NCT01351805,Ot
8217,NCT03227575,Ot
4186,NCT04357730,Ot
6864,NCT01126697,Ot
6178,NCT00308113,Ot
7950,NCT00081250,Ot
4907,NCT01721473,Ot
6869,NCT01183520,Ot
7688,NCT01942746,Ot
8868,NCT02679729,Ot
8580,NCT01859000,Ot
9118,NCT04486313,Ot
8789,NCT03947983,Ot
6053,NCT02391025,Ot
9402,NCT04233112,Ot
2716,NCT04364074,Ot
7931,NCT00053898,Ot
4085,NCT00945906,Ot
1457,NCT03495063,Ot
6719,NCT01087736,Ot
2676,NCT00835289,Ot
8833,NCT02445794,Ot
8600,NCT00873366,Ot
1407,NCT03430310,Ot
2895,NCT03845283,Ot
130,NCT00237263,Ot
9098,NCT04505410,Ot
3764,NCT01727895,Ot
5021,NCT01633567,Ot
5020,NCT04397055,Ot
5093,NCT03069092,Ot
6032,NCT03110302,Ot
6783,NCT01611935,Ot
5878,NCT00392873,Ot
7865,NCT02476253,Ot
8812,NCT01265953,Ot
2197,NCT01357551,Ot
123,NCT02053506,Ot
2042,NCT01630551,Ot
1456,NCT03400475,Ot
7980,NCT00775645,Ot
2050,NCT00729560,Ot
147,NCT01940679,Ot
1441,NCT02921048,Ot
8269,NCT04117022,Ot
2692,NCT02443142,Ot
3750,NCT00166088,Ot
2688,NCT04105166,Ot
1447,NCT00764322,Ot
5062,NCT02341326,Ot
2853,NCT02043977,Ot
6048,NCT02611375,Ot
6040,NCT02922894,Ot
5053,NCT00790478,Ot
2234,NCT02924857,Ot
6756,NCT03029507,Ot
9953,NCT03795701,Ot
8560,NCT02656212,Ot
2682,NCT01285362,Ot
7825,NCT00744679,Ot
6762,NCT04601532,Ot
6728,NCT00310791,Ot
5102,NCT01993251,Ot
8390,NCT00496483,Ot
4008,NCT02061579,Ot
6834,NCT03417388,Ot
8276,NCT02929485,Ot
9457,NCT04186793,Ot
2053,NCT01050205,Ot
6003,NCT03769259,Ot
4147,NCT02923193,Ot
5320,NCT00016653,Ot
4957,NCT02178410,Ot
4154,NCT00857376,Ot
1633,NCT02964481,Ot
6525,NCT03848806,Ot
2712,NCT02484950,Ot
2010,NCT00282126,Ot
7998,NCT02831582,Ot
2647,NCT03625492,Ot
4952,NCT03030599,Ot
8449,NCT03937687,Ot
3967,NCT00032890,Ot
9424,NCT04218370,Ot
2003,NCT03964974,Ot
7709,NCT02764528,Ot
2272,NCT01894581,Ot
6592,NCT02848469,Ot
8272,NCT00874575,Ot
6541,NCT01420016,Ot
4116,NCT02236598,Ot
4120,NCT03209895,Ot
2825,NCT01002118,Ot
4121,NCT01816516,Ot
7889,NCT02383602,Ot
6798,NCT03030703,Ot
5112,NCT03501082,Ot
1386,NCT02908932,Ot
7891,NCT02071563,Ot
2191,NCT00452582,Ot
8845,NCT04149639,Ot
2263,NCT00547716,Ot
7990,NCT00122447,Ot
8881,NCT03241732,Ot
6007,NCT03686813,Ot
6590,NCT01158950,Ot
7896,NCT03124277,Ot
4125,NCT04139928,Ot
2268,NCT02054624,Ot
8245,NCT03112720,Ot
8649,NCT01733017,Ot
8213,NCT01880372,Ot
3876,NCT04605783,Ot
4503,NCT04579601,Ot
2437,NCT00481507,Ot
4519,NCT04247646,Ot
5596,NCT00536185,Ot
6230,NCT00321932,Ot
7472,NCT03412136,Ot
1914,NCT02115724,Ot
5422,NCT03782480,Ot
4508,NCT01169259,Ot
8695,NCT03705325,Ot
9700,NCT03984409,Ot
1116,NCT01152918,Ot
8755,NCT00903695,Ot
3171,NCT00654615,Ot
7299,NCT03920137,Ot
7096,NCT01079247,Ot
4356,NCT01236287,Ot
5604,NCT00401414,Ot
2376,NCT00718653,Ot
9380,NCT04246996,Ot
6286,NCT02156271,Ot
7114,NCT02905981,Ot
2441,NCT01416766,Ot
7306,NCT01683409,Ot
2359,NCT01248156,Ot
1936,NCT02057094,Ot
4550,NCT01669915,Ot
9008,NCT04582617,Ot
3203,NCT01968785,Ot
1932,NCT03524690,Ot
4823,NCT02485145,Ot
1931,NCT04359082,Ot
2493,NCT02413125,Ot
3199,NCT02384460,Ot
1245,NCT02415309,Ot
8327,NCT04369742,Ot
4547,NCT03831165,Ot
4540,NCT01758081,Ot
6947,NCT03262766,Ot
6449,NCT04070833,Ot
6366,NCT00458510,Ot
4532,NCT04386577,Ot
9032,NCT04565353,Ot
5582,NCT02364518,Ot
4331,NCT03315442,Ot
4807,NCT02359045,Ot
3167,NCT00323414,Ot
9737,NCT03951883,Ot
7390,NCT00130208,Ot
9656,NCT04017390,Ot
1885,NCT00942656,Ot
4387,NCT01811316,Ot
8939,NCT04475718,Ot
9625,NCT04039087,Ot
5643,NCT02627599,Ot
7389,NCT00130312,Ot
1886,NCT00942513,Ot
3412,NCT04408352,Ot
9628,NCT04038697,Ot
2529,NCT00781586,Ot
1888,NCT00659672,Ot
7396,NCT01158976,Ot
6888,NCT00253643,Ot
4416,NCT01321281,Ot
9629,NCT04038671,Ot
6421,NCT04408105,Ot
9631,NCT04038541,Ot
4418,NCT00554736,Ot
3426,NCT00917501,Ot
7013,NCT04581317,Ot
1200,NCT01234103,Ot
8691,NCT00118157,Ot
5479,NCT02192931,Ot
8932,NCT03951064,Ot
8483,NCT04232657,Ot
6237,NCT02604238,Ot
4797,NCT01896414,Ot
8958,NCT03410823,Ot
4481,NCT02670850,Ot
5486,NCT03533556,Ot
8486,NCT03055598,Ot
1215,NCT00143026,Ot
9345,NCT04276805,Ot
1203,NCT00644631,Ot
6243,NCT02630043,Ot
4785,NCT02019680,Ot
3154,NCT03647449,Ot
3404,NCT01152580,Ot
6244,NCT02505035,Ot
9667,NCT04007666,Ot
2520,NCT03136029,Ot
1904,NCT02392364,Ot
