,NCTId,InterventionAncestorId
3504,NCT02989701,D000044966
9659,NCT04016233,D000044966
2705,NCT00059267,D000044966
8902,NCT00122512,D000044966
3945,NCT00121979,D000044966
5594,NCT02600819,D000044966
7812,NCT01102972,D000044966
2040,NCT02572505,D000044966
7899,NCT00272779,D000044966
7897,NCT02415595,D000044966
8718,NCT00058045,D000044966
2916,NCT02302950,D000044966
4274,NCT00358917,D000044966
4298,NCT00098748,D000044966
8280,NCT01910402,D000044966
7088,NCT03279120,D000044966
2635,NCT00924898,D000044966
1083,NCT00799058,D000044966
7856,NCT02386098,D000044966
4362,NCT00192634,D000044966
7839,NCT00827112,D000044966
8903,NCT00122486,D000044966
8078,NCT01389544,D000044966
5177,NCT00230477,D000044966
8127,NCT01276600,D000044966
8271,NCT02333045,D000044966
8681,NCT00963807,D000044966
4240,NCT00120471,D000044966
2511,NCT02185300,D000044966
6686,NCT00000700,D000044966
6209,NCT00851799,D000044966
103,NCT01235260,D000043925
7926,NCT00265850,D000043924
3929,NCT00418938,D000043924
8466,NCT00574769,D000043924
4266,NCT02206425,D000043924
1522,NCT00159432,D000043924
8128,NCT01460940,D000043924
8301,NCT01468896,D000043924
7631,NCT00622401,D000043924
5361,NCT02368301,D000043924
103,NCT01235260,D000043924
1449,NCT00642603,D000043924
2962,NCT00463060,D000043924
3884,NCT00491738,D000043924
9803,NCT03900793,D000043924
9947,NCT03798314,D000043924
8843,NCT00400803,D000043924
7928,NCT02331368,D000043924
8724,NCT00039468,D000043924
8492,NCT01245673,D000043924
8303,NCT00026221,D000043924
5291,NCT03050814,D000043924
7636,NCT01207687,D000043924
5566,NCT00473642,D000043924
4265,NCT02685826,D000043924
7341,NCT01996826,D000043924
6746,NCT01449825,D000043924
7925,NCT01107626,D000043924
8008,NCT03701711,D000043924
5359,NCT01133275,D000043924
1067,NCT02031991,D000043924
4261,NCT02103335,D000043924
5501,NCT00498355,D000043924
8749,NCT01982435,D000043924
6827,NCT01903330,D000043924
6713,NCT01402817,D000043924
8170,NCT00417976,D000043924
3060,NCT00106054,D000043924
4756,NCT00672594,D000043924
7922,NCT00072046,D000043924
6882,NCT01019798,D000043924
8174,NCT02992522,D000043924
7816,NCT02431208,D000043924
3163,NCT03452579,D000043924
2242,NCT01063179,D000043924
3955,NCT02720510,D000043924
8678,NCT02829931,D000043924
2715,NCT01986894,D000043924
7021,NCT03483649,D000043924
2605,NCT00356122,D000043924
1609,NCT03293654,D000043924
3456,NCT00307398,D000043924
8725,NCT00025389,D000043924
7749,NCT00537173,D000043924
3092,NCT00006332,D000043924
4092,NCT02807454,D000043924
7101,NCT02544061,D000043924
6361,NCT00590681,D000043924
5454,NCT02076152,D000043924
8177,NCT02077959,D000043924
3778,NCT00485836,D000043924
8793,NCT01992341,D000043924
5431,NCT02641353,D000043924
3777,NCT00486018,D000043924
8627,NCT01007552,D000043924
4100,NCT02616640,D000043924
6584,NCT01175291,D000043924
7978,NCT00268489,D000043924
5332,NCT01894451,D000043924
5198,NCT01575860,D000043924
4853,NCT04525326,D000043924
5038,NCT02036502,D000043924
5638,NCT02255162,D000043924
7981,NCT00124579,D000043924
2652,NCT00790595,D000043924
5027,NCT03779191,D000043924
8251,NCT01649947,D000043924
1376,NCT00299741,D000043924
3791,NCT00069446,D000043924
7596,NCT01661283,D000043924
5645,NCT02655458,D000043924
5238,NCT04267978,D000043924
7855,NCT00773734,D000043924
4138,NCT04514653,D000043924
8189,NCT01996865,D000043924
8657,NCT01749384,D000043924
3267,NCT00911820,D000043924
5197,NCT00991978,D000043924
6587,NCT01446224,D000043924
5683,NCT00923936,D000043924
8285,NCT00055861,D000043924
8072,NCT03015896,D000043924
5395,NCT03224507,D000043924
7964,NCT00040937,D000043924
6393,NCT02294357,D000043924
8683,NCT02086604,D000043924
8776,NCT00813423,D000043924
3189,NCT01884740,D000043924
4270,NCT02188368,D000043924
3172,NCT02176213,D000043924
1221,NCT03030430,D000043924
8733,NCT00831766,D000043924
9529,NCT04109924,D000043924
1206,NCT01888718,D000039563
2185,NCT02257346,D000026941
2814,NCT00531518,D000026941
2393,NCT02219321,D000026941
3784,NCT01713777,D000026941
1455,NCT01342029,D000026941
3980,NCT00644332,D000026941
2082,NCT03844412,D000026941
6595,NCT01533155,D000026941
3330,NCT01027611,D000026941
7914,NCT00223509,D000026941
1139,NCT00154323,D000026941
1410,NCT02156336,D000026941
4012,NCT01390909,D000026941
1692,NCT02239926,D000026941
8465,NCT00408200,D000026941
4566,NCT02379221,D000026941
3435,NCT04377204,D000026941
9818,NCT03883581,D000026941
8919,NCT00595231,D000026941
1156,NCT00154362,D000026941
4991,NCT01174173,D000026941
3711,NCT01733394,D000026941
2645,NCT01228214,D000026941
5251,NCT01996384,D000026941
6974,NCT00621751,D000026941
2439,NCT02517996,D000026941
3934,NCT00609323,D000026941
2857,NCT01231165,D000026941
6282,NCT00298610,D000026941
3043,NCT02240407,D000026941
1053,NCT02420041,D000026941
8547,NCT01588457,D000026941
6371,NCT02703948,D000026941
7179,NCT00162461,D000026941
5227,NCT01968694,D000026941
1642,NCT01640171,D000026941
1969,NCT00929071,D000026941
5879,NCT03486561,D000026941
9443,NCT04203225,D000026941
7940,NCT00058357,D000026941
3896,NCT00523978,D000026941
8702,NCT00938964,D000026941
6614,NCT02693444,D000026941
5307,NCT04570293,D000026941
8465,NCT00408200,D000026902
8182,NCT02422940,D000026902
2871,NCT01378546,D000026902
7932,NCT01316055,D000026902
2540,NCT00056810,D000026902
4603,NCT02208050,D000026902
9891,NCT03838367,D000023581
3834,NCT02519777,D000023581
1656,NCT01363037,D000023581
8271,NCT02333045,D000023581
7839,NCT00827112,D000023581
3474,NCT00050856,D000023581
4298,NCT00098748,D000023581
9466,NCT04174352,D000020847
8691,NCT00118157,D000020847
9025,NCT04569747,D000020847
7967,NCT01124695,D000020847
7555,NCT00165204,D000020847
7931,NCT00053898,D000020847
6895,NCT01257581,D000020847
3793,NCT00028353,D000020847
1447,NCT00764322,D000020847
6188,NCT00962637,D000020847
2379,NCT03623633,D000020847
8600,NCT00873366,D000020847
3026,NCT00183963,D000020847
1447,NCT00764322,D000020845
8691,NCT00118157,D000020845
6188,NCT00962637,D000020845
7967,NCT01124695,D000020845
9025,NCT04569747,D000020845
3793,NCT00028353,D000020845
2379,NCT03623633,D000020845
3026,NCT00183963,D000020845
8600,NCT00873366,D000020845
9466,NCT04174352,D000020845
7931,NCT00053898,D000020845
6895,NCT01257581,D000020845
6292,NCT03796884,D000020536
3729,NCT02191137,D000020536
6882,NCT01019798,D000020533
3778,NCT00485836,D000020533
5291,NCT03050814,D000020533
5027,NCT03779191,D000020533
7928,NCT02331368,D000020533
7101,NCT02544061,D000020533
1376,NCT00299741,D000020533
5454,NCT02076152,D000020533
8793,NCT01992341,D000020533
7978,NCT00268489,D000020533
8492,NCT01245673,D000020533
5431,NCT02641353,D000020533
1221,NCT03030430,D000020533
8301,NCT01468896,D000020533
3163,NCT03452579,D000020533
5638,NCT02255162,D000020533
2962,NCT00463060,D000020533
5683,NCT00923936,D000020533
5038,NCT02036502,D000020533
4756,NCT00672594,D000020533
2652,NCT00790595,D000020533
6393,NCT02294357,D000020533
3777,NCT00486018,D000020533
5566,NCT00473642,D000020533
7341,NCT01996826,D000020533
7925,NCT01107626,D000020533
5361,NCT02368301,D000020533
8177,NCT02077959,D000020533
1522,NCT00159432,D000020533
6361,NCT00590681,D000020533
3189,NCT01884740,D000020533
8128,NCT01460940,D000020533
3456,NCT00307398,D000020533
7749,NCT00537173,D000020533
8072,NCT03015896,D000020533
2605,NCT00356122,D000020533
6584,NCT01175291,D000020533
7926,NCT00265850,D000020533
7631,NCT00622401,D000020533
3884,NCT00491738,D000020533
7021,NCT03483649,D000020533
3172,NCT02176213,D000020533
4100,NCT02616640,D000020533
8678,NCT02829931,D000020533
8466,NCT00574769,D000020533
7964,NCT00040937,D000020533
8303,NCT00026221,D000020533
5645,NCT02655458,D000020533
4092,NCT02807454,D000020533
8008,NCT03701711,D000020533
5332,NCT01894451,D000020533
7855,NCT00773734,D000020533
3791,NCT00069446,D000020533
8683,NCT02086604,D000020533
8733,NCT00831766,D000020533
5238,NCT04267978,D000020533
6587,NCT01446224,D000020533
8627,NCT01007552,D000020533
4265,NCT02685826,D000020533
4853,NCT04525326,D000020533
4261,NCT02103335,D000020533
6827,NCT01903330,D000020533
3267,NCT00911820,D000020533
5359,NCT01133275,D000020533
8189,NCT01996865,D000020533
6713,NCT01402817,D000020533
8724,NCT00039468,D000020533
1609,NCT03293654,D000020533
8843,NCT00400803,D000020533
4138,NCT04514653,D000020533
2242,NCT01063179,D000020533
4270,NCT02188368,D000020533
5198,NCT01575860,D000020533
7596,NCT01661283,D000020533
5501,NCT00498355,D000020533
8285,NCT00055861,D000020533
8776,NCT00813423,D000020533
7816,NCT02431208,D000020533
1449,NCT00642603,D000020533
6746,NCT01449825,D000020533
8251,NCT01649947,D000020533
9529,NCT04109924,D000020533
8725,NCT00025389,D000020533
4266,NCT02206425,D000020533
8174,NCT02992522,D000020533
7922,NCT00072046,D000020533
9803,NCT03900793,D000020533
1067,NCT02031991,D000020533
3060,NCT00106054,D000020533
2715,NCT01986894,D000020533
5197,NCT00991978,D000020533
3092,NCT00006332,D000020533
7636,NCT01207687,D000020533
8170,NCT00417976,D000020533
9947,NCT03798314,D000020533
3955,NCT02720510,D000020533
8657,NCT01749384,D000020533
5395,NCT03224507,D000020533
8749,NCT01982435,D000020533
7981,NCT00124579,D000020533
3929,NCT00418938,D000020533
4524,NCT00299065,D000020024
1774,NCT01329939,D000020024
5471,NCT02635334,D000020024
3229,NCT00395304,D000020024
4273,NCT02889809,D000020024
4638,NCT02410278,D000020024
4770,NCT00915681,D000020011
1812,NCT03973177,D000020011
7930,NCT00008385,D000020011
8258,NCT00067353,D000020011
5910,NCT01794078,D000020011
8416,NCT02874989,D000020011
5728,NCT03775096,D000020011
2032,NCT01354613,D000020011
8334,NCT04060030,D000020011
1567,NCT04255251,D000020011
2063,NCT02323399,D000020011
8649,NCT01733017,D000020011
8250,NCT01742338,D000020011
2618,NCT00798876,D000020011
7357,NCT00096720,D000020011
8634,NCT02019667,D000020011
5134,NCT02078284,D000020011
3929,NCT00418938,D000020011
3518,NCT03219359,D000020011
9263,NCT04342728,D000020011
7125,NCT04481048,D000020011
1259,NCT00002434,D000020011
9931,NCT03810417,D000020011
5102,NCT01993251,D000020011
5405,NCT02839915,D000020011
8163,NCT00700791,D000020011
2455,NCT04233164,D000020011
7428,NCT02216812,D000020011
6864,NCT01126697,D000020011
5768,NCT02281760,D000020011
7166,NCT03865680,D000020011
9629,NCT04038671,D000020011
5204,NCT00046306,D000020011
9981,NCT03775590,D000020011
7680,NCT03000374,D000020011
9261,NCT04344184,D000020011
6404,NCT01491919,D000020011
1689,NCT00822263,D000020011
1316,NCT02207608,D000020011
3866,NCT04504734,D000020011
6888,NCT00253643,D000020011
3732,NCT03059004,D000020011
3520,NCT03818737,D000020011
1349,NCT01992172,D000020011
4266,NCT02206425,D000020011
9903,NCT03828682,D000020011
3031,NCT01129570,D000020011
9337,NCT04283630,D000020011
4154,NCT00857376,D000020011
8402,NCT03461783,D000020011
7769,NCT00876889,D000020011
3141,NCT00585013,D000020011
4904,NCT03111810,D000020011
5291,NCT03050814,D000020011
1607,NCT02195544,D000020011
1523,NCT00183911,D000020011
3828,NCT00002120,D000020011
4035,NCT00555217,D000020011
8234,NCT00176462,D000020011
5974,NCT04589611,D000020011
4519,NCT04247646,D000020011
7413,NCT04060017,D000020011
7768,NCT01597518,D000020011
7267,NCT02938975,D000020011
1914,NCT02115724,D000020011
2409,NCT01364805,D000020011
5630,NCT01410084,D000020011
8176,NCT01814501,D000020011
4980,NCT02093091,D000020011
7990,NCT00122447,D000020011
1008,NCT00350077,D000020011
2802,NCT01915069,D000020011
3328,NCT01714102,D000020011
3404,NCT01152580,D000020011
6220,NCT03030716,D000020011
2520,NCT03136029,D000020011
2949,NCT02151877,D000020011
1574,NCT01557868,D000020011
7797,NCT00198822,D000020011
4843,NCT01581307,D000020011
4954,NCT02299115,D000020011
2125,NCT03433807,D000020011
3628,NCT00733096,D000020011
1260,NCT00002317,D000020011
5200,NCT01007630,D000020011
2484,NCT01985763,D000020011
6393,NCT02294357,D000020011
9348,NCT04273282,D000020011
6488,NCT04365270,D000020011
7457,NCT02791945,D000020011
8129,NCT00537043,D000020011
6472,NCT00000152,D000020011
9332,NCT04291066,D000020011
7948,NCT01009918,D000020011
6081,NCT01763931,D000020011
5635,NCT00823381,D000020011
9315,NCT04305145,D000020011
4751,NCT01369043,D000020011
5593,NCT03478878,D000020011
5053,NCT00790478,D000020011
4124,NCT01523977,D000020011
8213,NCT01880372,D000020011
1641,NCT00585104,D000020011
1261,NCT00002103,D000020011
6389,NCT00000174,D000020011
4059,NCT01587638,D000020011
6999,NCT02155829,D000020011
8082,NCT00397735,D000020011
3772,NCT00422643,D000020011
4242,NCT00000173,D000020011
3060,NCT00106054,D000020011
8457,NCT02621944,D000020011
1552,NCT02911285,D000020011
8323,NCT00308971,D000020011
8652,NCT04305457,D000020011
2471,NCT00590161,D000020011
7142,NCT01046825,D000020011
8489,NCT02219906,D000020011
2673,NCT00808210,D000020011
5531,NCT02362425,D000020011
8195,NCT00004494,D000020011
6694,NCT03529487,D000020011
5711,NCT02958267,D000020011
1262,NCT00002102,D000020011
1941,NCT00218517,D000020011
1245,NCT02415309,D000020011
6933,NCT01955382,D000020011
9901,NCT03829566,D000020011
2950,NCT03680495,D000020011
4535,NCT03660917,D000020011
8881,NCT03241732,D000020011
4447,NCT01194336,D000020011
5885,NCT01988402,D000020011
5984,NCT04249544,D000020011
9402,NCT04233112,D000020011
9480,NCT04153188,D000020011
8852,NCT03723395,D000020011
5574,NCT03478865,D000020011
1336,NCT01992185,D000020011
2073,NCT00133198,D000020011
3911,NCT00631085,D000020011
4547,NCT03831165,D000020011
6584,NCT01175291,D000020011
8971,NCT04182334,D000020011
7926,NCT00265850,D000020011
1895,NCT00269555,D000020011
4232,NCT01796106,D000020011
2798,NCT02644057,D000020011
5752,NCT03881020,D000020011
8110,NCT01858311,D000020011
6447,NCT01786603,D000020011
3489,NCT00184054,D000020011
8812,NCT01265953,D000020011
8223,NCT00775476,D000020011
1337,NCT01916629,D000020011
6834,NCT03417388,D000020011
7439,NCT04302649,D000019999
9860,NCT03862053,D000019999
4738,NCT03634852,D000019999
3522,NCT00278928,D000019999
7006,NCT02369861,D000019999
8723,NCT02189889,D000019999
3105,NCT04079582,D000019999
4971,NCT02694978,D000019999
7243,NCT03358563,D000019999
9416,NCT04222712,D000019999
5757,NCT00254176,D000019999
3350,NCT01096771,D000019999
5896,NCT01845636,D000019999
7901,NCT02359097,D000019999
1812,NCT03973177,D000019999
1373,NCT00414011,D000019999
2196,NCT00314158,D000019999
7713,NCT01569191,D000019999
7964,NCT00040937,D000019653
9074,NCT04526509,D000019653
7937,NCT00041119,D000019653
4270,NCT02188368,D000019653
5677,NCT00681993,D000019653
8234,NCT00176462,D000019653
6212,NCT02481310,D000019653
7621,NCT02114229,D000019653
9068,NCT04534322,D000019653
7943,NCT00087178,D000019653
7962,NCT00016406,D000019653
9126,NCT04483206,D000019653
3172,NCT02176213,D000019653
3166,NCT03003728,D000019653
9901,NCT03829566,D000019653
4266,NCT02206425,D000019653
9706,NCT03980769,D000019653
6860,NCT02792114,D000019653
4099,NCT02512926,D000019653
9982,NCT03774654,D000019653
6571,NCT02049151,D000019653
2242,NCT01063179,D000019653
1142,NCT00049439,D000019653
7583,NCT00235235,D000019653
2463,NCT03742258,D000019653
9609,NCT04049669,D000019653
7610,NCT02032277,D000019653
6127,NCT01140373,D000019653
9553,NCT04090775,D000019653
5646,NCT01145209,D000019653
9517,NCT04119024,D000019653
7698,NCT00399529,D000019653
8923,NCT01909752,D000019653
7142,NCT01046825,D000019653
6605,NCT00795678,D000019653
7993,NCT00121186,D000019653
3518,NCT03219359,D000019653
5137,NCT02698891,D000019653
9142,NCT04469530,D000019653
6827,NCT01903330,D000019653
4277,NCT00999986,D000019653
7928,NCT02331368,D000019653
5101,NCT00574587,D000019653
6158,NCT00636441,D000019653
2036,NCT03342196,D000019653
4898,NCT02684071,D000019653
8937,NCT03434769,D000019653
8069,NCT02641990,D000019440
8866,NCT01104701,D000019440
3644,NCT00518882,D000019440
8524,NCT01041170,D000019440
8353,NCT00704912,D000019440
3958,NCT02059564,D000019440
8893,NCT01664624,D000019440
2878,NCT01676116,D000019440
1098,NCT02974244,D000019440
5417,NCT03431831,D000019440
1958,NCT00313001,D000019440
5541,NCT01402674,D000019440
1348,NCT00001723,D000019440
5953,NCT01537081,D000019440
4538,NCT01524705,D000019440
8212,NCT01297062,D000019440
1111,NCT02917057,D000019440
4241,NCT01717287,D000019429
5891,NCT00811954,D000019429
3277,NCT02263326,D000019429
4956,NCT01762995,D000019429
8280,NCT01910402,D000019429
4204,NCT03945981,D000019429
2916,NCT02302950,D000019429
2336,NCT03984838,D000019429
3834,NCT02519777,D000019429
3510,NCT01425099,D000019429
7856,NCT02386098,D000019429
2511,NCT02185300,D000019429
2448,NCT00734344,D000019429
6209,NCT00851799,D000019429
5891,NCT00811954,D000019428
8280,NCT01910402,D000019428
3834,NCT02519777,D000019428
4956,NCT01762995,D000019428
2511,NCT02185300,D000019428
2448,NCT00734344,D000019428
3510,NCT01425099,D000019428
4241,NCT01717287,D000019428
2336,NCT03984838,D000019428
4204,NCT03945981,D000019428
7856,NCT02386098,D000019428
2916,NCT02302950,D000019428
3277,NCT02263326,D000019428
6209,NCT00851799,D000019428
3679,NCT00084136,D000019384
8271,NCT02333045,D000019384
7183,NCT01443078,D000019384
2968,NCT00266058,D000019384
7621,NCT02114229,D000019384
8566,NCT02187055,D000019384
8852,NCT03723395,D000019384
8681,NCT00963807,D000019384
3069,NCT00000693,D000019384
8685,NCT00002940,D000019384
4240,NCT00120471,D000019384
1979,NCT04571697,D000019384
1141,NCT00414518,D000019384
7441,NCT02832778,D000019384
3584,NCT01506544,D000019384
7082,NCT02904369,D000019384
7899,NCT00272779,D000019384
8394,NCT00002381,D000019384
8302,NCT01017640,D000019384
2448,NCT00734344,D000019384
4160,NCT00100581,D000019384
1043,NCT02030990,D000019384
4898,NCT02684071,D000019384
1514,NCT00183885,D000019384
8184,NCT02022657,D000019384
2336,NCT03984838,D000019384
7812,NCT01102972,D000019384
5001,NCT00489151,D000019384
4694,NCT00816426,D000019384
6577,NCT03828019,D000019384
9361,NCT04262869,D000019384
6575,NCT02083679,D000019384
6328,NCT00779220,D000019384
8355,NCT00002251,D000019384
8690,NCT00410904,D000019384
8234,NCT00176462,D000019384
7479,NCT02169882,D000019384
3873,NCT00171990,D000019384
6223,NCT02706951,D000019384
1153,NCT02097173,D000019384
7839,NCT00827112,D000019384
6558,NCT00424294,D000019384
1908,NCT00118898,D000019384
2705,NCT00059267,D000019384
7516,NCT01386294,D000019384
4096,NCT00000720,D000019384
1179,NCT01769456,D000019384
7993,NCT00121186,D000019384
2673,NCT00808210,D000019384
8551,NCT01711359,D000019384
2291,NCT00779142,D000019384
3903,NCT00318643,D000019384
7740,NCT00441298,D000019384
2864,NCT00736190,D000019384
3277,NCT02263326,D000019384
5891,NCT00811954,D000019384
2635,NCT00924898,D000019384
4862,NCT01578499,D000019384
1178,NCT01772823,D000019384
8848,NCT01033942,D000019384
6620,NCT00342355,D000019384
8280,NCT01910402,D000019384
3890,NCT03789591,D000019384
7978,NCT00268489,D000019384
4204,NCT03945981,D000019384
4225,NCT03474029,D000019384
2370,NCT00271011,D000019384
2040,NCT02572505,D000019384
7830,NCT00415168,D000019384
4084,NCT00000641,D000019384
7974,NCT01641809,D000019384
6920,NCT04537689,D000019384
7431,NCT02706873,D000019384
6686,NCT00000700,D000019384
1086,NCT00936715,D000019384
6845,NCT00119106,D000019384
3368,NCT00112047,D000019384
8164,NCT00482963,D000019384
6209,NCT00851799,D000019384
8765,NCT00280748,D000019384
5490,NCT02040142,D000019384
8552,NCT01710358,D000019384
1709,NCT01632995,D000019384
