,NCTId,ConditionBrowseBranchAbbrev
8683,NCT02086604,Rare
2956,NCT00767039,Rare
8672,NCT04230499,Rare
2953,NCT00074685,Rare
2952,NCT02580032,Rare
2837,NCT02222246,Rare
8674,NCT00764517,Rare
8721,NCT00004930,Rare
2944,NCT03007134,Rare
8677,NCT03071406,Rare
2940,NCT02834624,Rare
2939,NCT04011748,Rare
8678,NCT02829931,Rare
2933,NCT01510418,Rare
8719,NCT00006264,Rare
8680,NCT01902225,Rare
2932,NCT00502788,Rare
8718,NCT00058045,Rare
2848,NCT02030600,Rare
2849,NCT01202994,Rare
8626,NCT01841333,Rare
8625,NCT03310918,Rare
3280,NCT02354716,Rare
3233,NCT01005654,Rare
2694,NCT01386528,Rare
8554,NCT00268242,Rare
8793,NCT01992341,Rare
8791,NCT03385486,Rare
3211,NCT03615950,Rare
3207,NCT00065455,Rare
3205,NCT00047515,Rare
8561,NCT03622697,Rare
3199,NCT02384460,Rare
3196,NCT03680365,Rare
3193,NCT00582270,Rare
2707,NCT02939287,Rare
3192,NCT04191551,Rare
3189,NCT01884740,Rare
2708,NCT01502124,Rare
3183,NCT03154437,Rare
3180,NCT04287868,Rare
8570,NCT02133846,Rare
8778,NCT04086264,Rare
3221,NCT03044821,Rare
8796,NCT03852030,Rare
3176,NCT00087997,Rare
3234,NCT00001235,Rare
3278,NCT03411863,Rare
8805,NCT01214655,Rare
8527,NCT00723203,Rare
3274,NCT00079820,Rare
3273,NCT03233724,Rare
2668,NCT01331980,Rare
3267,NCT00911820,Rare
8532,NCT01439750,Rare
3256,NCT01131312,Rare
3254,NCT01826448,Rare
2681,NCT03409003,Rare
3247,NCT01943682,Rare
2682,NCT01285362,Rare
3246,NCT03602391,Rare
8546,NCT01028911,Rare
3239,NCT03037021,Rare
8548,NCT04231851,Rare
2688,NCT04105166,Rare
3235,NCT00906984,Rare
3178,NCT04077164,Rare
8774,NCT01127633,Rare
3061,NCT00956345,Rare
3103,NCT04087889,Rare
8602,NCT01359319,Rare
8757,NCT00596284,Rare
3095,NCT00744133,Rare
2762,NCT01801670,Rare
3090,NCT04148118,Rare
3087,NCT01665677,Rare
8614,NCT00253448,Rare
3075,NCT02000778,Rare
2770,NCT02034513,Rare
3072,NCT02860676,Rare
8618,NCT02538614,Rare
8748,NCT02140021,Rare
3069,NCT00000693,Rare
8619,NCT01703507,Rare
3067,NCT04136808,Rare
3065,NCT03467789,Rare
8747,NCT04374630,Rare
8621,NCT04563520,Rare
2777,NCT02539433,Rare
3102,NCT00031291,Rare
8601,NCT04234568,Rare
3172,NCT02176213,Rare
3106,NCT00287521,Rare
3168,NCT01860092,Rare
3167,NCT00323414,Rare
8574,NCT03483441,Rare
3166,NCT03003728,Rare
3165,NCT02144051,Rare
3164,NCT01661686,Rare
3163,NCT03452579,Rare
8768,NCT02559869,Rare
3162,NCT02190266,Rare
8578,NCT02765906,Rare
8579,NCT01428258,Rare
3151,NCT02319174,Rare
2738,NCT03338114,Rare
8763,NCT04179721,Rare
8762,NCT04481568,Rare
2743,NCT00097552,Rare
3123,NCT03351140,Rare
8596,NCT03277573,Rare
2748,NCT00108758,Rare
8336,NCT04205539,Rare
3668,NCT02794181,Rare
7956,NCT01099449,Rare
4270,NCT02188368,Rare
4266,NCT02206425,Rare
4265,NCT02685826,Rare
2143,NCT00026611,Rare
9049,NCT04551430,Rare
2145,NCT01681992,Rare
4261,NCT02103335,Rare
2146,NCT00318734,Rare
4257,NCT01578967,Rare
9047,NCT04553133,Rare
4256,NCT00391664,Rare
4252,NCT00321971,Rare
4249,NCT02752035,Rare
2156,NCT00983463,Rare
4243,NCT00308061,Rare
8064,NCT01155830,Rare
9045,NCT04554914,Rare
4242,NCT00000173,Rare
4238,NCT03713320,Rare
9044,NCT04555811,Rare
9050,NCT04549077,Rare
9052,NCT04548648,Rare
4218,NCT04315311,Rare
4276,NCT04398901,Rare
4308,NCT04597437,Rare
4307,NCT04145141,Rare
2118,NCT00158145,Rare
4304,NCT03945162,Rare
9056,NCT04545047,Rare
8034,NCT01048619,Rare
4296,NCT01641796,Rare
4292,NCT02421367,Rare
2125,NCT03433807,Rare
9055,NCT04545957,Rare
4291,NCT03278808,Rare
4289,NCT03165591,Rare
4288,NCT01044095,Rare
9054,NCT04546581,Rare
2129,NCT01263600,Rare
4284,NCT01092572,Rare
2131,NCT00156013,Rare
2132,NCT04583007,Rare
8045,NCT00061906,Rare
8072,NCT03015896,Rare
9041,NCT04558541,Rare
2114,NCT00218179,Rare
2200,NCT00121355,Rare
4158,NCT02842853,Rare
2205,NCT04321811,Rare
4157,NCT00005007,Rare
8113,NCT00679666,Rare
4156,NCT01694849,Rare
2213,NCT00344903,Rare
2215,NCT01639573,Rare
2216,NCT04031729,Rare
2217,NCT01592383,Rare
4148,NCT03055858,Rare
2218,NCT01702428,Rare
4141,NCT00164658,Rare
2220,NCT01461889,Rare
4132,NCT00520143,Rare
9024,NCT04570839,Rare
8128,NCT01460940,Rare
4124,NCT01523977,Rare
4115,NCT00302861,Rare
2231,NCT01737762,Rare
4162,NCT00979238,Rare
4169,NCT03180723,Rare
2172,NCT04337138,Rare
8100,NCT00336089,Rare
2173,NCT03147742,Rare
4214,NCT02316353,Rare
4210,NCT01701349,Rare
9039,NCT04559230,Rare
4206,NCT00339638,Rare
4205,NCT04006119,Rare
9037,NCT04561362,Rare
8082,NCT00397735,Rare
4202,NCT01228344,Rare
4195,NCT03604705,Rare
8084,NCT02858778,Rare
4191,NCT03765593,Rare
9035,NCT04563754,Rare
4186,NCT04357730,Rare
4184,NCT02004691,Rare
4181,NCT04200443,Rare
8099,NCT00876226,Rare
4176,NCT02486783,Rare
2196,NCT00314158,Rare
4309,NCT01897896,Rare
4314,NCT03355794,Rare
4110,NCT04009291,Rare
4443,NCT01556945,Rare
4440,NCT01666652,Rare
4439,NCT01843491,Rare
4436,NCT01994525,Rare
4433,NCT02239614,Rare
4432,NCT02445963,Rare
4429,NCT03110952,Rare
9085,NCT04517552,Rare
7973,NCT00085501,Rare
4428,NCT03141138,Rare
4427,NCT03436160,Rare
4426,NCT03531242,Rare
4425,NCT03609398,Rare
4424,NCT03718130,Rare
7977,NCT00776100,Rare
4423,NCT03882528,Rare
4422,NCT04268420,Rare
7979,NCT00217620,Rare
4421,NCT04296279,Rare
9083,NCT04518059,Rare
7967,NCT01124695,Rare
4444,NCT01502735,Rare
7981,NCT00124579,Rare
4445,NCT01502358,Rare
4460,NCT00248833,Rare
4459,NCT00292929,Rare
7960,NCT00075686,Rare
4458,NCT00292942,Rare
4456,NCT00412477,Rare
2031,NCT03199794,Rare
7962,NCT00016406,Rare
4455,NCT00415051,Rare
4454,NCT00657917,Rare
4453,NCT00678652,Rare
4452,NCT00761020,Rare
4451,NCT00884377,Rare
7963,NCT00874211,Rare
4450,NCT00984256,Rare
4449,NCT01140191,Rare
9091,NCT04511338,Rare
2038,NCT03922061,Rare
4448,NCT01159561,Rare
7964,NCT00040937,Rare
7980,NCT00775645,Rare
7982,NCT00096031,Rare
4318,NCT00914784,Rare
4360,NCT00005567,Rare
8003,NCT00483028,Rare
4352,NCT04561804,Rare
9070,NCT04530500,Rare
9069,NCT04531514,Rare
4350,NCT02702479,Rare
2094,NCT00123825,Rare
9068,NCT04534322,Rare
4345,NCT02193958,Rare
4344,NCT02661542,Rare
4339,NCT00797940,Rare
2100,NCT01009905,Rare
4337,NCT02578641,Rare
2103,NCT03411278,Rare
8015,NCT00004048,Rare
4332,NCT01587703,Rare
4329,NCT00683085,Rare
4323,NCT02317250,Rare
8018,NCT04075877,Rare
2109,NCT04256265,Rare
8001,NCT02949128,Rare
2086,NCT04371419,Rare
4406,NCT04204018,Rare
9073,NCT04526665,Rare
7983,NCT00113399,Rare
4403,NCT00360087,Rare
7984,NCT02940301,Rare
2061,NCT04326036,Rare
4396,NCT00662571,Rare
9078,NCT04524273,Rare
7991,NCT00872989,Rare
7992,NCT00369785,Rare
4380,NCT02178982,Rare
9076,NCT04524858,Rare
4379,NCT02814994,Rare
4378,NCT02372175,Rare
7993,NCT00121186,Rare
9075,NCT04524962,Rare
7994,NCT03537729,Rare
4373,NCT00001469,Rare
4369,NCT02230566,Rare
2082,NCT03844412,Rare
9074,NCT04526509,Rare
2232,NCT00322049,Rare
4108,NCT00691587,Rare
3673,NCT01463410,Rare
2369,NCT00538083,Rare
3839,NCT01234766,Rare
3838,NCT00637689,Rare
3835,NCT03422510,Rare
2375,NCT01652573,Rare
3832,NCT01200680,Rare
8263,NCT00079456,Rare
3828,NCT00002120,Rare
3827,NCT01629095,Rare
2383,NCT01376778,Rare
8950,NCT03900949,Rare
3821,NCT00796419,Rare
3820,NCT00481143,Rare
8948,NCT04571502,Rare
3816,NCT00106431,Rare
8273,NCT03069352,Rare
3810,NCT00094107,Rare
3807,NCT00551200,Rare
3804,NCT04482699,Rare
2394,NCT02828111,Rare
3846,NCT00078598,Rare
3847,NCT00000172,Rare
8279,NCT00458042,Rare
8252,NCT01417286,Rare
3909,NCT00384397,Rare
8974,NCT02002819,Rare
8973,NCT02422485,Rare
3901,NCT02233855,Rare
3900,NCT03305016,Rare
8234,NCT00176462,Rare
8970,NCT04524351,Rare
3890,NCT03789591,Rare
3886,NCT04130516,Rare
8237,NCT04363450,Rare
3884,NCT00491738,Rare
2352,NCT00856830,Rare
3875,NCT00081900,Rare
8243,NCT04420988,Rare
3870,NCT01486264,Rare
8246,NCT03028948,Rare
8962,NCT04066894,Rare
3852,NCT04588662,Rare
2366,NCT04033432,Rare
3801,NCT01476423,Rare
3795,NCT01899976,Rare
8211,NCT01882439,Rare
3743,NCT04461353,Rare
3741,NCT02347202,Rare
8298,NCT01130506,Rare
3730,NCT00459316,Rare
3729,NCT02191137,Rare
8303,NCT00026221,Rare
2432,NCT04122378,Rare
3723,NCT02057705,Rare
3717,NCT00736775,Rare
8310,NCT03482440,Rare
3710,NCT00312845,Rare
3708,NCT00233337,Rare
2444,NCT02411396,Rare
8321,NCT01637129,Rare
3689,NCT03812263,Rare
3688,NCT02629289,Rare
3680,NCT01182311,Rare
8325,NCT00760474,Rare
3676,NCT03790137,Rare
3674,NCT00613730,Rare
8927,NCT02509117,Rare
3745,NCT03588741,Rare
2402,NCT02141178,Rare
3746,NCT02987257,Rare
8937,NCT03434769,Rare
8283,NCT00783172,Rare
2404,NCT00675506,Rare
3779,NCT03445403,Rare
2405,NCT01858519,Rare
8284,NCT00089154,Rare
2407,NCT02055222,Rare
3775,NCT03636477,Rare
3773,NCT00454779,Rare
2409,NCT01364805,Rare
3771,NCT03339245,Rare
3770,NCT04538495,Rare
3763,NCT01685034,Rare
8288,NCT00751270,Rare
3761,NCT02376751,Rare
3757,NCT00219557,Rare
3756,NCT01404910,Rare
8295,NCT02835729,Rare
2419,NCT00102817,Rare
2332,NCT03263195,Rare
2324,NCT02509377,Rare
4107,NCT02804750,Rare
4069,NCT01598597,Rare
4060,NCT02842866,Rare
8157,NCT03353922,Rare
8159,NCT02256085,Rare
4056,NCT01682746,Rare
4054,NCT03196375,Rare
4053,NCT00031447,Rare
8162,NCT04390243,Rare
8165,NCT00320749,Rare
8166,NCT02303392,Rare
9001,NCT04588025,Rare
4033,NCT00004342,Rare
8168,NCT01958437,Rare
4031,NCT02588651,Rare
8169,NCT01535924,Rare
4027,NCT01890798,Rare
9000,NCT04591288,Rare
8170,NCT00417976,Rare
4022,NCT00819169,Rare
2276,NCT00392015,Rare
8152,NCT01812005,Rare
2255,NCT02217345,Rare
8171,NCT01856049,Rare
8150,NCT00568308,Rare
8141,NCT04212351,Rare
9018,NCT04577001,Rare
2238,NCT01050907,Rare
8142,NCT02853435,Rare
4100,NCT02616640,Rare
4097,NCT01889797,Rare
8143,NCT03246113,Rare
2242,NCT01063179,Rare
4092,NCT02807454,Rare
4089,NCT02199691,Rare
8146,NCT00004084,Rare
4085,NCT00945906,Rare
9015,NCT04579393,Rare
4084,NCT00000641,Rare
8147,NCT03325946,Rare
4080,NCT03077438,Rare
9014,NCT04579926,Rare
8149,NCT00017199,Rare
4074,NCT01321346,Rare
4021,NCT04567511,Rare
4020,NCT01016483,Rare
3933,NCT00000980,Rare
8193,NCT04470544,Rare
8987,NCT04599881,Rare
3966,NCT03344458,Rare
3965,NCT03254199,Rare
8195,NCT00004494,Rare
3961,NCT03260920,Rare
8985,NCT04604275,Rare
2309,NCT01753115,Rare
3955,NCT02720510,Rare
3951,NCT03278626,Rare
3948,NCT01058421,Rare
8983,NCT04605549,Rare
2315,NCT02781844,Rare
8206,NCT00520208,Rare
3941,NCT03060538,Rare
3940,NCT02932878,Rare
3939,NCT00157755,Rare
8980,NCT04607200,Rare
2322,NCT01643512,Rare
8979,NCT04607668,Rare
2303,NCT02174978,Rare
8989,NCT04598321,Rare
8174,NCT02992522,Rare
2300,NCT03378336,Rare
4014,NCT01590888,Rare
2282,NCT02600910,Rare
8176,NCT01814501,Rare
4010,NCT02781727,Rare
4009,NCT00005278,Rare
2284,NCT03863119,Rare
8177,NCT02077959,Rare
4006,NCT03032770,Rare
8178,NCT02049541,Rare
4001,NCT03110354,Rare
3994,NCT01196429,Rare
3993,NCT03683394,Rare
2289,NCT00531570,Rare
8993,NCT04595903,Rare
3985,NCT02933502,Rare
8188,NCT01632202,Rare
3983,NCT01956669,Rare
8189,NCT01996865,Rare
2298,NCT00048555,Rare
6153,NCT00716469,Rare
7745,NCT00858988,Rare
9827,NCT03880656,Rare
6367,NCT03776994,Rare
6347,NCT03486353,Rare
6351,NCT01892397,Rare
7109,NCT00349622,Rare
9702,NCT03982342,Rare
6361,NCT00590681,Rare
9713,NCT03976102,Rare
9714,NCT03976076,Rare
6368,NCT01984983,Rare
6389,NCT00000174,Rare
9716,NCT03975465,Rare
9718,NCT03971799,Rare
6370,NCT01807546,Rare
9721,NCT03967093,Rare
7099,NCT01937338,Rare
6378,NCT02634502,Rare
6385,NCT01100658,Rare
6346,NCT02635971,Rare
7111,NCT00336622,Rare
9688,NCT03995316,Rare
7114,NCT02905981,Rare
7138,NCT00249080,Rare
7137,NCT00257647,Rare
9652,NCT04018599,Rare
6299,NCT01326104,Rare
9656,NCT04017390,Rare
7133,NCT01484184,Rare
9658,NCT04017130,Rare
9668,NCT04007588,Rare
9672,NCT04002882,Rare
7125,NCT04481048,Rare
6327,NCT02780414,Rare
9678,NCT04000880,Rare
9682,NCT03999684,Rare
7115,NCT00111163,Rare
6337,NCT04213664,Rare
7092,NCT04476901,Rare
6391,NCT01355679,Rare
6288,NCT00518713,Rare
6469,NCT02381054,Rare
6447,NCT01786603,Rare
9778,NCT03919175,Rare
9781,NCT03916809,Rare
9789,NCT03912064,Rare
6464,NCT00002309,Rare
6467,NCT01118026,Rare
9800,NCT03902600,Rare
9802,NCT03901378,Rare
9733,NCT03956056,Rare
9803,NCT03900793,Rare
9804,NCT03899805,Rare
9811,NCT03891784,Rare
6478,NCT04445116,Rare
9817,NCT03883607,Rare
9818,NCT03883581,Rare
9822,NCT03881735,Rare
9775,NCT03922204,Rare
9773,NCT03922724,Rare
6443,NCT03552263,Rare
9769,NCT03927105,Rare
6393,NCT02294357,Rare
9736,NCT03953898,Rare
6401,NCT00031499,Rare
6406,NCT00168090,Rare
6408,NCT03516773,Rare
7081,NCT00367770,Rare
6416,NCT03311126,Rare
9756,NCT03937453,Rare
7076,NCT00635960,Rare
9758,NCT03936465,Rare
6423,NCT03662776,Rare
9759,NCT03933904,Rare
9766,NCT03929211,Rare
6429,NCT01875653,Rare
7066,NCT00633009,Rare
6290,NCT03295695,Rare
6287,NCT01335009,Rare
9833,NCT03876028,Rare
9590,NCT04064190,Rare
9575,NCT04079179,Rare
6231,NCT00329706,Rare
7181,NCT01280162,Rare
6239,NCT02305186,Rare
9583,NCT04072458,Rare
9584,NCT04072445,Rare
6241,NCT04573920,Rare
6242,NCT04573478,Rare
6251,NCT04203186,Rare
6243,NCT02630043,Rare
9596,NCT04057365,Rare
6247,NCT04360486,Rare
9601,NCT04055623,Rare
6248,NCT04333459,Rare
6249,NCT04302766,Rare
7172,NCT03433183,Rare
6230,NCT00321932,Rare
6229,NCT04562012,Rare
9573,NCT04080531,Rare
6226,NCT01885806,Rare
7202,NCT02929121,Rare
6196,NCT01076504,Rare
9554,NCT04090684,Rare
6197,NCT02045784,Rare
7201,NCT02929134,Rare
1001,NCT01865032,Rare
9555,NCT04090528,Rare
7198,NCT03254628,Rare
9558,NCT04088799,Rare
9560,NCT04088175,Rare
6207,NCT00046475,Rare
6211,NCT01942837,Rare
6212,NCT02481310,Rare
9571,NCT04081272,Rare
7186,NCT04370977,Rare
6250,NCT04283513,Rare
6253,NCT02491606,Rare
9645,NCT04022980,Rare
6277,NCT00384670,Rare
6271,NCT00703924,Rare
6272,NCT00623168,Rare
6273,NCT00606580,Rare
6274,NCT00490230,Rare
6275,NCT00468858,Rare
6276,NCT00460525,Rare
9637,NCT04033081,Rare
6278,NCT00370682,Rare
9609,NCT04049669,Rare
6279,NCT00358332,Rare
6280,NCT00349713,Rare
7142,NCT01046825,Rare
6282,NCT00298610,Rare
9641,NCT04026581,Rare
6283,NCT00287469,Rare
6285,NCT00162981,Rare
6270,NCT00868946,Rare
6269,NCT00992693,Rare
9625,NCT04039087,Rare
6268,NCT01032382,Rare
6254,NCT02488980,Rare
6255,NCT02488902,Rare
9610,NCT04049643,Rare
6256,NCT02483260,Rare
6257,NCT02080767,Rare
9612,NCT04049227,Rare
6260,NCT01843621,Rare
6261,NCT01790659,Rare
6262,NCT01769612,Rare
6263,NCT01536795,Rare
6265,NCT01290601,Rare
9623,NCT04042506,Rare
6266,NCT01083576,Rare
9624,NCT04040205,Rare
6267,NCT01080716,Rare
6491,NCT01697267,Rare
7028,NCT00010309,Rare
1007,NCT03463577,Rare
55,NCT00666380,Rare
6916,NCT02301702,Rare
65,NCT00385047,Rare
9971,NCT03782493,Rare
9972,NCT03781986,Rare
6761,NCT04124523,Rare
6765,NCT04387227,Rare
56,NCT01287247,Rare
9977,NCT03778294,Rare
6788,NCT00563784,Rare
53,NCT03197688,Rare
6909,NCT04442620,Rare
49,NCT02773979,Rare
6776,NCT02718469,Rare
47,NCT03199846,Rare
9982,NCT03774654,Rare
42,NCT03628235,Rare
67,NCT03045120,Rare
6752,NCT03762291,Rare
6917,NCT00342199,Rare
6748,NCT04311320,Rare
98,NCT03433131,Rare
96,NCT02569632,Rare
9956,NCT03794102,Rare
95,NCT02207569,Rare
6713,NCT01402817,Rare
9957,NCT03794011,Rare
9961,NCT03792477,Rare
86,NCT02766647,Rare
6933,NCT01955382,Rare
9963,NCT03787862,Rare
6731,NCT01182883,Rare
79,NCT02766634,Rare
9964,NCT03787758,Rare
73,NCT00601835,Rare
6745,NCT01233609,Rare
6903,NCT01039363,Rare
6791,NCT02205450,Rare
6942,NCT01491763,Rare
10,NCT00026728,Rare
18,NCT00340457,Rare
17,NCT03973905,Rare
6877,NCT02760537,Rare
6839,NCT03384914,Rare
6876,NCT01698879,Rare
9991,NCT03770377,Rare
6846,NCT00718393,Rare
6849,NCT02863809,Rare
6792,NCT00178698,Rare
9994,NCT03769116,Rare
5,NCT00312663,Rare
6856,NCT01353209,Rare
4,NCT00312702,Rare
9995,NCT03768310,Rare
6864,NCT01126697,Rare
6862,NCT01977846,Rare
19,NCT02429284,Rare
6827,NCT01903330,Rare
23,NCT02153996,Rare
6884,NCT03039465,Rare
6895,NCT01257581,Rare
6803,NCT02039895,Rare
9985,NCT03773107,Rare
6893,NCT01178840,Rare
33,NCT02334462,Rare
6804,NCT02113228,Rare
6805,NCT00681616,Rare
6807,NCT01665781,Rare
9986,NCT03772925,Rare
30,NCT00341588,Rare
9987,NCT03771963,Rare
6816,NCT00341523,Rare
27,NCT04205877,Rare
6885,NCT02985255,Rare
6818,NCT04176328,Rare
99,NCT02746809,Rare
6700,NCT02796716,Rare
6511,NCT02597881,Rare
9883,NCT03843294,Rare
9864,NCT03856034,Rare
9867,NCT03854721,Rare
6550,NCT04495686,Rare
6553,NCT04392557,Rare
6559,NCT00339937,Rare
7005,NCT03532139,Rare
9882,NCT03843528,Rare
6567,NCT01534819,Rare
6583,NCT03905642,Rare
9885,NCT03842254,Rare
6572,NCT00813943,Rare
6574,NCT00777296,Rare
6576,NCT00689221,Rare
6577,NCT03828019,Rare
6578,NCT02917798,Rare
6579,NCT02043158,Rare
9863,NCT03858777,Rare
6543,NCT01987908,Rare
6538,NCT03889392,Rare
6537,NCT00916656,Rare
6512,NCT03726463,Rare
6513,NCT01205178,Rare
6514,NCT01465607,Rare
9840,NCT03874052,Rare
7025,NCT02558829,Rare
6515,NCT03198819,Rare
6519,NCT03820921,Rare
9845,NCT03867682,Rare
9846,NCT03867539,Rare
9848,NCT03867045,Rare
7020,NCT02033538,Rare
7019,NCT02041819,Rare
9853,NCT03865212,Rare
9854,NCT03864965,Rare
6536,NCT01746979,Rare
9901,NCT03829566,Rare
6587,NCT01446224,Rare
6699,NCT02816346,Rare
122,NCT03688126,Rare
6655,NCT01876771,Rare
6657,NCT02418962,Rare
9936,NCT03804593,Rare
6658,NCT01574300,Rare
6664,NCT03090815,Rare
6666,NCT01861951,Rare
9937,NCT03804021,Rare
6670,NCT00430313,Rare
6593,NCT00341003,Rare
121,NCT00935623,Rare
119,NCT01150695,Rare
117,NCT02886689,Rare
6680,NCT00837239,Rare
6686,NCT00000700,Rare
6688,NCT04212650,Rare
9947,NCT03798314,Rare
6653,NCT03378167,Rare
6966,NCT01119001,Rare
6650,NCT03593187,Rare
132,NCT03488264,Rare
9911,NCT03822325,Rare
9916,NCT03819387,Rare
9917,NCT03819088,Rare
6603,NCT01171638,Rare
157,NCT04281290,Rare
6613,NCT03598816,Rare
148,NCT02951598,Rare
146,NCT02856646,Rare
6625,NCT01662973,Rare
144,NCT04423770,Rare
142,NCT02252159,Rare
141,NCT01339546,Rare
6631,NCT02831257,Rare
140,NCT01370954,Rare
9930,NCT03810508,Rare
7203,NCT02927496,Rare
2876,NCT04484363,Rare
6178,NCT00308113,Rare
1015,NCT00689260,Rare
6176,NCT00340158,Rare
9550,NCT04091061,Rare
1017,NCT02200055,Rare
9540,NCT04098744,Rare
6156,NCT00653783,Rare
1013,NCT01241513,Rare
7216,NCT00396500,Rare
6185,NCT00116090,Rare
6166,NCT00541164,Rare
6169,NCT00419510,Rare
4022,NCT00819169,BXS
3314,NCT01856907,BXS
2641,NCT03323723,BXS
6424,NCT00021814,BXS
6369,NCT00028145,BXS
1787,NCT02056639,BXS
1790,NCT03131544,BXS
3151,NCT02319174,BXS
6620,NCT00342355,BXS
3499,NCT04420156,BXS
9037,NCT04561362,BXS
4026,NCT01322529,BXS
6259,NCT01931358,BXS
1539,NCT00629330,BXS
7679,NCT03289130,BXS
2118,NCT00158145,BXS
8583,NCT04454424,BXS
3500,NCT04434352,BXS
9368,NCT04257045,BXS
4393,NCT03351088,BXS
4914,NCT00688298,BXS
9616,NCT04047420,BXS
109,NCT01927835,BXS
2737,NCT03211156,BXS
3236,NCT00924365,BXS
6076,NCT01845740,BXS
9279,NCT04330716,BXS
4264,NCT01480999,BXS
6894,NCT02118454,BXS
4406,NCT04204018,BXS
3494,NCT00581269,BXS
6182,NCT00186108,BXS
5348,NCT03864302,BXS
2059,NCT04275297,BXS
9277,NCT04332861,BXS
21,NCT03995745,BXS
3320,NCT00585689,BXS
4201,NCT03726320,BXS
6765,NCT04387227,BXS
4889,NCT00734357,BXS
110,NCT01704235,BXS
9376,NCT04251988,BXS
6538,NCT03889392,BXS
2635,NCT00924898,BXS
7788,NCT01957813,BXS
6163,NCT00583024,BXS
2281,NCT01878786,BXS
4588,NCT00015613,BXS
6258,NCT01933685,BXS
6565,NCT02676479,BXS
3018,NCT02808143,BXS
3318,NCT03490045,BXS
8582,NCT04471337,BXS
5664,NCT01744782,BXS
9612,NCT04049227,BXS
8084,NCT02858778,BXS
5659,NCT01836445,BXS
1794,NCT00065130,BXS
8904,NCT00120770,BXS
3317,NCT04098900,BXS
7576,NCT04045132,BXS
3025,NCT02591381,BXS
4921,NCT02433210,BXS
7682,NCT00732173,BXS
6613,NCT03598816,BXS
2644,NCT03613714,BXS
2503,NCT02308735,BXS
3767,NCT04583072,BXS
9196,NCT04404855,BXS
6146,NCT00807820,BXS
6799,NCT03063385,BXS
9195,NCT04404894,BXS
8741,NCT02395341,BXS
5612,NCT01694784,BXS
4043,NCT00554359,BXS
5613,NCT01152684,BXS
4380,NCT02178982,BXS
3035,NCT01925456,BXS
1772,NCT00137670,BXS
1093,NCT00063778,BXS
5607,NCT02265120,BXS
8418,NCT00914108,BXS
8903,NCT00122486,BXS
7480,NCT02591420,BXS
7574,NCT00110526,BXS
8086,NCT00936390,BXS
7005,NCT03532139,BXS
9980,NCT03776539,BXS
6414,NCT01418014,BXS
4379,NCT02814994,BXS
9755,NCT03937531,BXS
7484,NCT03429257,BXS
3640,NCT03304912,BXS
5603,NCT03542812,BXS
4188,NCT04423458,BXS
1528,NCT00264758,BXS
1116,NCT01152918,BXS
4934,NCT00141908,BXS
2798,NCT02644057,BXS
4389,NCT03404986,BXS
3145,NCT00308620,BXS
4193,NCT01967394,BXS
1378,NCT02178462,BXS
5625,NCT01955408,BXS
7471,NCT00783770,BXS
8888,NCT03383848,BXS
1535,NCT00257816,BXS
8816,NCT02787434,BXS
1376,NCT00299741,BXS
5627,NCT00352924,BXS
5218,NCT02138838,BXS
4035,NCT00555217,BXS
7469,NCT02380313,BXS
3008,NCT01227590,BXS
7127,NCT04287478,BXS
9191,NCT04410302,BXS
8085,NCT01052220,BXS
7991,NCT00872989,BXS
1533,NCT02406391,BXS
4037,NCT00039741,BXS
9058,NCT04542304,BXS
2794,NCT00097617,BXS
7473,NCT00446979,BXS
1380,NCT01061164,BXS
4930,NCT02068924,BXS
4931,NCT04158830,BXS
6264,NCT01435135,BXS
5616,NCT01602913,BXS
7683,NCT03935282,BXS
9362,NCT04262180,BXS
3503,NCT00579150,BXS
3155,NCT04476251,BXS
4009,NCT00005278,BXS
3323,NCT01812824,BXS
7804,NCT00860470,BXS
6248,NCT04333459,BXS
7974,NCT01641809,BXS
1834,NCT03791580,BXS
5321,NCT03718585,BXS
1318,NCT04073719,BXS
7123,NCT04575402,BXS
8659,NCT03592264,BXS
2984,NCT00001043,BXS
8578,NCT02765906,BXS
2304,NCT02539576,BXS
1316,NCT02207608,BXS
4850,NCT02095249,BXS
8195,NCT00004494,BXS
8074,NCT00167921,BXS
6327,NCT02780414,BXS
8989,NCT04598321,BXS
9390,NCT04240691,BXS
18,NCT00340457,BXS
7219,NCT00270764,BXS
3536,NCT02561286,BXS
6582,NCT00341120,BXS
5729,NCT01195220,BXS
4215,NCT02135276,BXS
2302,NCT02879812,BXS
8908,NCT00323635,BXS
7416,NCT03503097,BXS
6326,NCT02338024,BXS
6106,NCT01447186,BXS
2050,NCT00729560,BXS
9678,NCT04000880,BXS
5333,NCT00904046,BXS
1068,NCT04075578,BXS
6118,NCT01310192,BXS
7070,NCT00196781,BXS
6448,NCT00451867,BXS
1844,NCT03775954,BXS
8730,NCT04178577,BXS
7814,NCT00002090,BXS
8495,NCT01236586,BXS
5757,NCT00254176,BXS
3950,NCT03596151,BXS
7664,NCT03393637,BXS
6444,NCT01098279,BXS
3347,NCT00345475,BXS
7965,NCT02865187,BXS
3349,NCT01620489,BXS
1848,NCT00814905,BXS
2040,NCT02572505,BXS
6332,NCT04414904,BXS
4827,NCT03040791,BXS
5754,NCT00208988,BXS
2622,NCT00097006,BXS
3482,NCT01636999,BXS
4833,NCT00536445,BXS
2308,NCT03205982,BXS
8197,NCT02436616,BXS
7812,NCT01102972,BXS
6446,NCT00481689,BXS
9599,NCT04056455,BXS
2044,NCT00563901,BXS
